Country Name,Country Code,Region,%Essential Workers,%Indoor Essential Workers,%Vital Workers,%Indoor Vital Workers,"GDP per capita, PPP (current international $)",GDP Year (PPP),GDP Year (USD),GDP per capita (current US$),Food % of Essential Workers,Food % of Indoor Essential Workers,Food % of Vital Workers,Food % of Indoor Vital Workers
Monaco,MCO,Western Europe,0.2871999999999999,0.234931807664474,0.1126129820091185,0.0850725965592388,,,2024.0,288001.574856495,,,,
Moldova,MDA,Eastern Europe,0.4918184629548534,0.2224037012695405,0.3449047251618937,0.1005180705093394,18661.6606470212,2024.0,2024.0,7578.90216348853,,,,
Madagascar,MDG,Eastern Africa,0.8699712549514417,0.2033311780756395,0.7402612516759507,0.0981482873673887,1888.66403175151,2024.0,2024.0,550.37875528856,0.7628192740173325,0.13600623026471328,0.8964819374451212,0.28176046436587565
Maldives,MDV,Southern Asia,0.388231802169931,0.1827570852930888,0.2592893376171399,0.0743867723242185,26220.8078173473,2024.0,2024.0,13379.3513577224,0.46156270516767756,0.008530780166460871,0.6861349182555777,0.0036728055105139483
Mexico,MEX,Central America,0.601332853443646,0.4143979227698445,0.2623746574761033,0.1452798404576487,25820.3527960242,2024.0,2024.0,13988.0423745241,0.20895184562818356,0.0781003389149581,0.37928704043479256,0.04288493124472784
Marshall Islands,MHL,Micronesia,0.3827685485198029,0.249056154765952,0.2184885765149879,0.1095873240268811,8237.95897993999,2024.0,2024.0,7590.28443592202,0.2733141864773917,0.026247647645887016,0.451799241144992,0.005785676586826406
North Macedonia,MKD,Southern Europe,0.4574000000000003,0.3266851715281711,0.2380589019926791,0.145053979643503,26995.5213483235,2024.0,2024.0,9291.8566035502,0.19027287847480612,0.027414819167365437,0.3507670017022765,0.03742336185175848
Mali,MLI,Western Africa,0.777200549801882,0.1624907201824403,0.6193148529009779,0.0365130441933689,3321.57614442921,2024.0,2024.0,1093.2523323649,0.7429952972109815,0.004211385701569669,0.9314931066163459,0.0031625384285180707
Malta,MLT,Southern Europe,0.3289132847026537,0.2633829202708553,0.1469358507883735,0.1081803485479942,70062.9017440762,2024.0,2024.0,44023.6341078148,,,,
Myanmar,MMR,South-eastern Asia,0.7500000000000004,0.2843575029734525,0.4943383784204629,0.0865433563758088,6006.17514543646,2024.0,2024.0,1359.05001560107,0.538413903959184,0.04350299642171537,0.8150719388534031,0.13266548114809823
Montenegro,MNE,Southern Europe,0.3772548573322488,0.293449349453078,0.1761459108321469,0.1266184639182591,34062.8241865953,2024.0,2024.0,13270.1824401005,0.11699974412531045,0.03000137659909999,0.20634767908019266,0.007996168300800062
Mongolia,MNG,Eastern Asia,0.5593136231457427,0.2955756862232198,0.355859266886865,0.1268515634738199,19172.5295870282,2024.0,2024.0,6750.6301157724,0.38129212004322394,0.010790539875476023,0.5903245340430339,0.0
Northern Mariana Islands,MNP,Micronesia,0.405693757638192,0.2244306543076279,0.2471362422023541,0.0913479580216712,,,2022.0,23785.754590043,,,,
Mozambique,MOZ,Eastern Africa,0.8694974419891679,0.1463316384049584,0.7442434858580458,0.0469995433580281,1708.3035966667,2024.0,2024.0,656.976148587772,0.7964463956344299,0.008674629765368227,0.929946322949746,0.018463203926764458
Mauritania,MRT,Western Africa,0.6332789863508657,0.2958730455588337,0.3471997165889176,0.0815024103971723,7379.45422386145,2024.0,2024.0,2104.54260769051,,,,
Mauritius,MUS,Eastern Africa,0.388927323748299,0.2916278252960328,0.1786834885136044,0.1175288704066995,31696.7381226145,2024.0,2024.0,11990.9355434317,0.14512299262359632,0.028500952367068257,0.2804531683811868,0.016861594146362683
Malawi,MWI,Eastern Africa,0.5890993222227493,0.2198117485875924,0.366962085592611,0.0640735708439454,1860.31534523381,2024.0,2024.0,522.365366146003,0.529448446010232,0.090572627967784,0.8385666128053914,0.24555148039078253
Malaysia,MYS,South-eastern Asia,0.582730634123222,0.2736010990203159,0.3575431277633563,0.0980224311494051,38835.6013146653,2024.0,2024.0,11874.4273684245,,,,
Namibia,NAM,Southern Africa,0.4782858676601466,0.2535799226325485,0.2919358038031983,0.0929605444931041,11697.9201596588,2024.0,2024.0,4501.84849548225,0.4145298098046132,0.029864134277852727,0.6791347521287583,0.08146407597932798
New Caledonia,NCL,Melanesia,0.494687515276384,0.2106926753572065,0.3457000644202561,0.0851469895976218,,,2024.0,29213.1923192946,,,,
Niger,NER,Western Africa,0.6332789863508657,0.2958730455588337,0.3471997165889176,0.0815024103971723,2044.04904937758,2024.0,2024.0,729.856664168989,0.4112820268104405,0.022196180186770255,0.7364853331189312,0.022312043419487206
Nigeria,NGA,Western Africa,0.6319624883755754,0.2715114494250729,0.414484722123765,0.085726323300636,9099.86943863676,2024.0,2024.0,1084.16041805058,0.5423058899491537,0.09745167411616472,0.7688463463517702,0.028198221334999864
Nicaragua,NIC,Central America,0.5839013585135883,0.3512061725038302,0.2919260584094025,0.1167359967118636,8720.86923379042,2024.0,2024.0,2847.87639497305,,,,
Netherlands,NLD,Western Europe,0.2863268595320208,0.2412835449553584,0.1248385378702477,0.1011035725122018,85218.3689343246,2024.0,2024.0,67465.3208126875,0.07836963206749711,0.03427910528035424,0.11583914074541692,0.0028964591349505495
Norway,NOR,Northern Europe,0.3408624770317299,0.2958414909875722,0.1547435381889359,0.1289707514831847,105657.0339185,2024.0,2024.0,89888.9535204758,0.06957676935242098,0.020125904213654674,0.11534823748942803,0.0006773780618952147
Nepal,NPL,Southern Asia,0.5136999999999997,0.2667025315403364,0.2798275775035887,0.0804427578139533,5745.64525192255,2024.0,2024.0,1460.28237984149,0.3884541924024906,0.05838675554460493,0.6892815371583249,0.11067447061633653
Nauru,NRU,Polynesia,0.3895887967883812,0.3356052121588584,0.252341107201175,0.2167720491468548,13612.0368416276,2024.0,2024.0,14048.163961344,0.05384552135707996,0.0,0.0831319641520943,0.0
New Zealand,NZL,Australia and New Zealand,0.2496524683733548,0.2073364751850819,0.1165000247808423,0.0904455291115078,55793.9990422226,2024.0,2024.0,49432.3626396797,,,,
Oman,OMN,Western Asia,0.3394119253646364,0.2762814377295813,0.1476512192107522,0.1159024937124508,41800.7841364086,2024.0,2024.0,20285.2272765262,,,,
Pakistan,PAK,Southern Asia,0.6344679619624387,0.2658104833281216,0.4344956628128616,0.1096131704534906,6263.186935403,2024.0,2024.0,1479.47755241191,0.4929861036340906,0.033083444373923555,0.7166511604719755,0.06743586409336105
Panama,PAN,Central America,0.4597731904522805,0.2991576699411055,0.2918847139466951,0.1634530408830312,41429.5092511481,2024.0,2024.0,19161.218843129,0.2755325921884384,0.04152760212325225,0.41340528669162124,0.039200773021950804
Peru,PER,South America,0.5790884742255268,0.3016872913258464,0.3175078288116758,0.1106929771520338,17881.8685833242,2024.0,2024.0,8526.29665719783,0.4037974189634143,0.14856413626783108,0.6494135746488924,0.1551984158767375
Philippines,PHL,South-eastern Asia,0.5047,0.2773455746578082,0.2872368243324253,0.1082333708669774,11813.805926453,2024.0,2024.0,3985.29464669706,0.35438355808186484,0.07012136991322461,0.6035598223195626,0.1289350633394217
Palau,PLW,Micronesia,0.3167000000000001,0.2381686332580492,0.1485724199844521,0.0975489264457206,21059.1347141726,2024.0,2024.0,18169.0767165866,0.1581304567536211,0.03375800434020744,0.2982458701511024,0.023283626615168033
Papua New Guinea,PNG,Melanesia,0.6973269795361873,0.2232897643861264,0.448000521486979,0.0666320547003016,4886.53186994995,2024.0,2024.0,2912.4914068385,0.5479319134297637,0.03605435203841414,0.8528733513864132,0.12082124448903576
Poland,POL,Eastern Europe,0.3305658001427617,0.2401260505937896,0.181104340517588,0.112727510292173,51262.5105756884,2024.0,2024.0,25103.565661423,0.1861806986782884,0.019135949458154472,0.3163835986871434,0.0030916262404376924
Puerto Rico,PRI,Caribbean,0.3890747792915462,0.283247771007417,0.2008143974108556,0.1281724094498232,50332.9848222477,2024.0,2024.0,39353.2242360643,,,,
North Korea,PRK,Eastern Asia,0.6334332609073497,0.2227431411897482,0.4435257238350913,0.074761262374573,,,,,,,,
Portugal,PRT,Southern Europe,0.3215731256310762,0.268709456074252,0.1411555276051636,0.1126965291589655,52512.5651003677,2024.0,2024.0,29328.3067415343,0.08271115518164902,0.02897214979487303,0.13649166878828436,0.0040281581098332965
Paraguay,PRY,South America,0.5234294914085088,0.3064062338803381,0.2792054293535708,0.1118702214221278,18631.6436164051,2024.0,2024.0,6456.60723068562,,,,
Palestine,PSE,Western Asia,0.3934999999999999,0.2907196667802076,0.1780447962691058,0.1140378362915238,4770.6463157404,2024.0,2024.0,3028.25481286981,0.14643776730110974,0.039922148906470785,0.2737915163690133,0.023939836418886546
French Polynesia,PYF,Polynesia,0.494687515276384,0.2106926753572065,0.3457000644202561,0.0851469895976218,,,2024.0,22439.8838746025,,,,
Qatar,QAT,Western Asia,0.3394119253646364,0.2762814377295813,0.1476512192107522,0.1159024937124508,126712.582876079,2024.0,2024.0,75685.0865779973,,,,
Romania,ROU,Eastern Europe,0.4502501566849664,0.3136566512218217,0.2594437465273699,0.1551342822083989,49076.7137157187,2024.0,2024.0,20080.2096215595,0.1995767570393654,0.014752850211345092,0.3398510319201205,0.01895189384519925
Russia,RUS,Eastern Europe,0.3977,0.3281520972784755,0.21738054461424,0.1766253335017545,47686.06640625,2024.0,2024.0,14961.8974609375,0.05970515330638205,0.0072072287157929965,0.10063960672645911,0.002816245318855448
Rwanda,RWA,Eastern Africa,0.7071077011975518,0.206847862017225,0.5506025176369876,0.084552230501639,3784.9629495071,2024.0,2024.0,1059.93709298801,0.6926979681229247,0.17668643801588457,0.8883495756089697,0.42414797039282426
Saudi Arabia,SAU,Western Asia,0.3394119253646364,0.2762814377295813,0.1476512192107522,0.1159024937124508,71936.2510663399,2024.0,2024.0,35527.786181866,,,,
Sudan,SDN,Northern Africa,0.6870188325632437,0.2477929369125616,0.4394144895982329,0.0763806874712897,2118.88891601563,2024.0,2024.0,984.607666015625,0.530597900039641,0.05838242722621992,0.8188726922460451,0.1277879224852719
Senegal,SEN,Western Africa,0.6210926311685316,0.2077144242312482,0.4444682050186369,0.0647398928539583,5097.24318834766,2024.0,2024.0,1738.73223822106,0.6234423845577084,0.07839306690091237,0.853996231712387,0.1334891296390253
Singapore,SGP,South-eastern Asia,0.2176184702628061,0.1898477340716147,0.09662723657169,0.0856003922776193,153161.175431382,2024.0,2024.0,94896.5621495988,0.07020412075417662,0.07421182471075362,0.01298279086337847,0.00076780725362202
Solomon Islands,SLB,Melanesia,0.5998039139578878,0.2132827128453859,0.4126294196140226,0.0754944968262765,2679.1210283533,2024.0,2024.0,1933.55538435227,,,,
Sierra Leone,SLE,Western Africa,0.841864079269187,0.222100871354572,0.5966415865973294,0.0607927364280178,3527.42124292431,2024.0,2024.0,806.654650274255,0.6267970869959046,0.00752202187645065,0.8836378213618864,0.01986695889048349
El Salvador,SLV,Central America,0.5023,0.3235558926845985,0.2332739647378471,0.1072417019661297,13258.1805042704,2024.0,2024.0,5503.10317151907,0.2601081760704108,0.060718104889356,0.5203375344216105,0.09674001116792284
San Marino,SMR,Southern Europe,0.2871999999999999,0.234931807664474,0.1126129820091185,0.0850725965592388,78810.3378046111,2023.0,2023.0,59871.3288101478,,,,
Somalia,SOM,Eastern Africa,0.4298711181723832,0.2545490235747468,0.2181975053914377,0.102154950993575,1604.29116285918,2024.0,2024.0,629.538899449007,0.26748305908423387,0.07291036554587423,0.4793995864597523,0.08007261937984979
Serbia,SRB,Southern Europe,0.4577,0.265906064918178,0.2969515533535294,0.1300660593367189,32832.274492238,2024.0,2024.0,13677.7794863909,0.3480855571514791,0.01904781491909675,0.5245019931089865,0.011516083446895486
South Sudan,SSD,Eastern Africa,0.5744330046601012,0.2740850201230927,0.3195681083579769,0.0875329701083261,,,,,,,,
Sao Tome and Principe,STP,Middle Africa,0.6272626813096001,0.2947390622828993,0.3708958464971521,0.1036316382085896,6274.34741942922,2024.0,2024.0,3502.6176807171,0.4327080783154259,0.04806147205199173,0.6957784289764692,0.007770726968018557
Suriname,SUR,South America,0.4673100078660318,0.3334125755887226,0.2409893054811046,0.151732355184903,21832.187015648,2024.0,2024.0,6961.78956060258,0.1770695106630711,0.026407749555420988,0.3265789398542344,0.03137335651586659
Slovakia,SVK,Eastern Europe,0.3459845848721682,0.295943962534668,0.1690870189410484,0.1449629215731547,47846.6169154961,2024.0,2024.0,25992.6748502048,0.049505079095122986,0.02203544456706479,0.06508144140065392,0.002743387426988392
Slovenia,SVN,Southern Europe,0.3284275308896298,0.260007363649878,0.1651128696633749,0.1206096490683943,57570.5904042272,2024.0,2024.0,34301.0318686594,0.1271875660602469,0.038096161108786164,0.20019433362778352,0.009850331701111598
Sweden,SWE,Northern Europe,0.2929787179214566,0.25577613396454,0.1409375490908511,0.1178470185588246,71221.9379308266,2024.0,2024.0,57222.7100565003,0.09209401058940925,0.04473222922407276,0.11124093660512215,0.001169961439852616
Eswatini,SWZ,Southern Africa,0.5035990424910786,0.3201309434473163,0.2530057764359608,0.1229657927130665,11822.961305357,2024.0,2024.0,3909.55892378182,0.2517856922993042,0.03160512856201347,0.5011705082037028,0.0822812540064727
Sint Maarten,SXM,Caribbean,0.5451694506636825,0.2338144958691812,0.3924128015686421,0.1057743118070503,53846.7442635227,2024.0,2024.0,41472.5870367865,,,,
Seychelles,SYC,Eastern Africa,0.4429087867120017,0.3507108865030436,0.2205873591496571,0.1584558386223089,33339.491987317,2024.0,2024.0,18364.5259678223,0.13001624144421048,0.02795377793833786,0.22691792362834237,0.014348376352812189
Syria,SYR,Western Asia,0.4479843862329148,0.3543739226341172,0.2087822692167429,0.1511928912160074,4905.15252202552,2022.0,2022.0,1056.78264718197,,,,
Turks and Caicos Islands,TCA,Caribbean,0.3827685485198029,0.249056154765952,0.2184885765149879,0.1095873240268811,38009.5079479808,2024.0,2024.0,37506.7798431288,,,,
Chad,TCD,Middle Africa,0.6136636591206108,0.2886103704135867,0.3379891805119373,0.0835125969675569,2766.98134913811,2024.0,2024.0,980.668312111718,,,,
Taiwan,TWN,Eastern Asia,0.3796958350544088,0.2541564303834444,0.1941034097271932,0.0983817195542957,,,,,,,,
Togo,TGO,Western Africa,0.6347000000000004,0.2538008367394075,0.3857054260677399,0.0575088404968173,3814.83532681353,2024.0,2024.0,1266.08777721447,0.5010838778991221,0.0003116112865521058,0.8245617401470449,0.0013752182200360075
Thailand,THA,South-eastern Asia,0.5647870422432014,0.2550216331232441,0.3576445927565872,0.0943920057404244,24909.2266037939,2024.0,2024.0,7386.63615126055,0.45436397563300757,0.02942990888918948,0.7083338912029665,0.04468772063743014
Tajikistan,TJK,Central Asia,0.5083903844148249,0.3048842757533833,0.289746851277342,0.1347855275877076,5413.83109811464,2024.0,2024.0,1362.02559981695,0.3116126483004951,0.08164360318236157,0.5356092827327872,0.16071517723433168
Turkmenistan,TKM,Central Asia,0.5597999999999999,0.2127688293010724,0.4162491378224959,0.0951946791058932,21025.8403822415,2024.0,2024.0,5904.25772576512,,,,
Timor-Leste,TLS,South-eastern Asia,0.6608999999999999,0.2484950298722926,0.4375294792686676,0.0846210161521359,4429.20182282365,2024.0,2024.0,1331.9705130185,0.5172529204286554,0.003103303980789813,0.7813243936904691,0.009113050758250722
Tonga,TON,Polynesia,0.382,0.1823366262092381,0.2445767496509404,0.0630319888468984,8174.34840883872,2024.0,2024.0,6215.38990974121,0.4788140159877005,0.043019751340741014,0.725211858081977,0.0366017527408557
Trinidad and Tobago,TTO,Caribbean,0.3424785549153967,0.263161750943466,0.152950388257943,0.1044892619748794,36381.2720794439,2024.0,2024.0,18733.4110406494,0.1098102893338431,0.007184168589702756,0.24588148898630305,0.018093709816744158
Tunisia,TUN,Northern Africa,0.4838999999999999,0.3148837548489769,0.2724293610947406,0.1459276048077068,14542.0966234293,2024.0,2024.0,4187.64079392362,0.23808733431257448,0.03426835082088838,0.4142870513628862,0.05786460093585892
Türkiye,TUR,Western Asia,0.4716,0.2984892278709974,0.2684069438549908,0.1272547806703947,45122.9317187258,2024.0,2024.0,15892.7157287241,0.3112727185072826,0.06750367888984546,0.4920949581871027,0.0427065350870651
Tuvalu,TUV,Polynesia,0.5097271870643301,0.3742944093041758,0.2647599059834988,0.1781544885437052,6365.76616505123,2024.0,2024.0,5883.50257114002,0.12498297032016022,0.014334739501918017,0.23294315875159935,0.018704012455543286
Tanzania,TZA,Eastern Africa,0.7472851893096514,0.180939064621359,0.6256018062648154,0.0756038657126644,4226.92626953125,2024.0,2024.0,1192.60668945313,0.750648472928357,0.0908698836510041,0.896654198533148,0.21747448487029175
Uganda,UGA,Eastern Africa,0.7326,0.1611981849374097,0.5974685858934132,0.0529318337747077,3278.02086557843,2024.0,2024.0,1077.91278438613,0.7429954580180114,0.048644207681610915,0.907247078919431,0.10531497479659759
Ukraine,UKR,Eastern Europe,0.3472509028289896,0.2444831449719923,0.2060557576919445,0.1257221434092219,18636.13671875,2024.0,2024.0,5391.62255859375,0.22129707417713793,0.045044521165441186,0.3729359939376701,0.08759496059845841
Uruguay,URY,South America,0.4287999999999999,0.3134022457137714,0.2026670894866044,0.1246220814264517,36596.7847357669,2024.0,2024.0,24308.4954958447,0.17129960238646133,0.03318784690340505,0.3358681243601171,0.04026005186703841
United States,USA,Northern America,0.2958,0.2502131744669096,0.1380332968702421,0.1157215559901134,86169.6641581914,2024.0,2024.0,86169.6641581917,0.07779300029301513,0.054397815663920865,0.07683281328494973,0.010416098970375763
Uzbekistan,UZB,Central Asia,0.5523666666666666,0.2511453935805605,0.3805012880130475,0.1102349248047597,12518.4323028403,2024.0,2024.0,3337.45492058664,,,,
St. Vincent and the Grenadines,VCT,Caribbean,0.8699712549514417,0.2033311780756395,0.7402612516759507,0.0981482873673887,21302.9730252553,2024.0,2024.0,11501.2265187188,,,,
Venezuela,VEN,South America,0.5471995090914493,0.2909304762942348,0.3118151884519952,0.110113865416541,,,2024.0,4244.45723136019,,,,
British Virgin Islands,VGB,Caribbean,0.3827685485198029,0.249056154765952,0.2184885765149879,0.1095873240268811,,,,,,,,
United States Virgin Islands,VIR,Caribbean,0.3827685485198029,0.249056154765952,0.2184885765149879,0.1095873240268811,49785.1412220186,2022.0,2022.0,44320.909185774,,,,
Vietnam,VNM,South-eastern Asia,0.580699782722049,0.276585202804644,0.3668210965680586,0.1086852035434423,16387.9087954113,2024.0,2024.0,4716.6599379632,0.45960034591611143,0.08779028158679811,0.7195160936646083,0.19621212092951154
Vanuatu,VUT,Melanesia,0.5453847623374763,0.1425635016056597,0.4174931265778033,0.043346524230925,4367.82503750089,2024.0,2024.0,3959.87703462363,0.6860519926538075,0.04889609271434033,0.8914379809028199,0.11483562092191106
Samoa,WSM,Polynesia,0.494687515276384,0.2106926753572065,0.3457000644202561,0.0851469895976218,8750.62541028446,2024.0,2024.0,5392.87761915762,0.5424713445861278,0.08535973867092982,0.740044224749934,0.06417380511198723
Kosovo,XKX,Southern Europe,0.4049999999999998,0.3197377137973953,0.1659068029352713,0.1217827563096142,17890.3600994298,2024.0,2024.0,7026.6988128325,0.08804451985290904,0.013803739065803908,0.194991946051981,0.009082039456611651
Yemen,YEM,Western Asia,0.5441589912349879,0.2515463183915534,0.3165161650389023,0.0906997227614482,,,2018.0,633.887202451545,,,,
South Africa,ZAF,Southern Africa,0.3768786024885172,0.2780093061751164,0.1829063294882753,0.1125463917102211,15478.6456794969,2024.0,2024.0,6267.186814093,0.17434034594395134,0.036610472083542886,0.3592283882167831,0.09043428037120171
Zambia,ZMB,Eastern Africa,0.6202000000000001,0.1559626962690259,0.4886975131160353,0.0503758162990226,4221.01397093025,2024.0,2024.0,1187.10943350064,0.7104186480091208,0.053292222435323486,0.8935038416355825,0.0866101811027637
Zimbabwe,ZWE,Eastern Africa,0.7031277844170509,0.2028041721214602,0.5130589988228412,0.0783603504745056,5932.87021993648,2024.0,2024.0,2496.15514995576,0.6166629164436835,0.044826460574074356,0.8426152027658698,0.09966105729911946
