Country Name,Country Code,Region,occupational_group,Essential Workers,Vital Workers,Indoor Essential Workers,Indoor Vital Workers,% of Essential Workers,% of Vital Workers,% of Indoor Essential Workers,% of Indoor Vital Workers
Belarus,BLR,Eastern Europe,Tech,122145.919990906,42982.53700387556,91284.35423522405,34180.48061791425,0.06052819756800931,0.038556066990473495,0.07205572493223322,0.05514220664760392
Belarus,BLR,Eastern Europe,ArmedForces,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belize,BLZ,Central America,Food,30621.59602428804,27953.87250057535,11221.753634936249,9554.426432615823,0.3012548620411509,0.5223246429122339,0.18139898825683606,0.37567634170679354
Belize,BLZ,Central America,Health,9010.055444695272,4034.697726046027,7117.799726489823,3251.6447651884405,0.0886408078736942,0.07538927026916996,0.1150588144245401,0.12785341103742187
Belize,BLZ,Central America,Retail,20942.999713784546,1579.6416657568952,18955.699989082743,1458.1307683909802,0.20603695785483525,0.0295159738236187,0.3064177767202659,0.05733313628636795
Belize,BLZ,Central America,Security,7955.359458225391,6364.287566580313,6496.876890884069,5197.501512707255,0.07826472252375605,0.1189182010662892,0.10502163326474455,0.2043637436616703
Belize,BLZ,Central America,Transport,7989.48784190981,6536.8536888353,1654.3888965570818,1353.5909153648856,0.0786004771170301,0.12214263940425936,0.026743099321348,0.05322266981050051
Belize,BLZ,Central America,Manual,12130.789493959459,5237.239420445929,7311.629760062876,3358.6600689576503,0.11934254872131428,0.0978590429670877,0.11819206553018516,0.13206121127642073
Belize,BLZ,Central America,Cleaning,6199.427224158149,593.9838996743938,4112.2959608452575,284.617285260647,0.060989884121865935,0.011098728030853622,0.0664750226192469,0.0111910412694407
Belize,BLZ,Central America,Tech,6448.534894932564,1078.1949519698119,4643.266695377374,834.6047010807174,0.0634406021358132,0.02014632474501749,0.07505813334966369,0.0328163331503568
Belize,BLZ,Central America,ArmedForces,348.56090258655183,139.42436103462074,348.56090258655183,139.42436103462074,0.00342913761054008,0.002605176781470108,0.005634466513169828,0.005482111801027631
Bolivia,BOL,South America,Food,1486156.8889881521,1394339.9185991436,743861.2408769685,686475.6343838382,0.3852079408190617,0.6400336663136181,0.3101038001861442,0.623226964306084
Bolivia,BOL,South America,Health,194831.33539500245,108897.9709158109,173835.3472755923,98609.94856244604,0.050499767602352495,0.04998664002202871,0.07246916337956537,0.08952448683501187
Bolivia,BOL,South America,Retail,882211.3598185029,67734.61913781353,812815.4296537623,62524.26381952017,0.2286668546241076,0.031091727379279507,0.33884969364502004,0.05676356914064084
Bolivia,BOL,South America,Security,43534.17584772946,34827.340678183566,35552.91027564573,28442.32822051658,0.011283943409888862,0.015986539756106304,0.014821437088396786,0.025821784469568555
Bolivia,BOL,South America,Transport,424385.45333512744,347224.46181964973,87877.79589262742,71900.0148212406,0.10999958874065528,0.15938390801826666,0.03663484123216111,0.06527548208003696
Bolivia,BOL,South America,Manual,494369.99213662394,182896.33433450502,304375.2219526348,122422.18833270826,0.12813939637513116,0.0839535681780103,0.12688913983303576,0.11114277765558774
Bolivia,BOL,South America,Cleaning,138388.2465818052,7436.280698694297,98753.07872907477,3563.217834791017,0.0358698680430924,0.0034134216024627752,0.041168571920569524,0.0032349195267962236
