Country Name,Country Code,Region,occupational_group,occupancy_group,occupancy_category,Essential Workers,Vital Workers,Indoor Essential Workers,Indoor Vital Workers,Scaled ECA (L/s/person),Indoor Essential CADR Requirement (L/s),Indoor Vital CADR Requirement (L/s)
Liberia,LBR,Western Africa,Security,Commercial/Retail,Office,81923.9815814132,65539.18526513055,66904.58495815411,53523.66796652329,85.5,5720342.013922176,4576273.611137741
Liberia,LBR,Western Africa,Transport,Commercial/Retail,Transportation waiting,82939.75062527978,67859.795966138,17174.392806244803,14051.775932382114,171.0,2936821.1698678616,2402853.6844373415
Liberia,LBR,Western Africa,Manual,Industrial,Manufacturing,183388.4688406866,77873.93752272113,107934.22377901195,50553.48983731962,142.5,15380626.888509203,7203872.301818046
Liberia,LBR,Western Africa,Cleaning,Commercial/Retail,Office,117491.95770636981,24177.712182468524,62503.69977589467,11585.153754099503,85.5,5344066.330838994,990530.6459755076
Liberia,LBR,Western Africa,Tech,Commercial/Retail,Office,114083.30980817722,28487.586463222116,82577.91768103254,22399.17183193131,85.5,7060411.961728282,1915129.1916301271
Liberia,LBR,Western Africa,ArmedForces,Correctional facilities,Dayroom,6639.034351532705,2655.613740613083,6639.034351532706,2655.613740613083,114.0,756849.9160747285,302739.9664298915
Sri Lanka,LKA,Southern Asia,Food,Industrial,Manufacturing,1746910.099852209,1725922.3193921014,680922.1330181443,667804.7702305769,142.5,97031403.95508556,95162179.7578572
Sri Lanka,LKA,Southern Asia,Health,Health care,Patient room,134752.4619803689,70397.71098127679,119782.91175874205,63382.64713069616,199.5,23896690.89586904,12644838.102573885
Sri Lanka,LKA,Southern Asia,Retail,Commercial/Retail,Retail,629694.8987557138,44178.88818920676,530146.6582704812,40780.512174652395,114.0,60436719.042834856,4648978.387910373
Sri Lanka,LKA,Southern Asia,Security,Commercial/Retail,Office,109912.05794458523,87929.64635566818,89761.51398807795,71809.21119046235,85.5,7674609.445980664,6139687.55678453
Sri Lanka,LKA,Southern Asia,Transport,Commercial/Retail,Transportation waiting,422439.00632964435,345631.91426970914,87474.74373492636,71570.24487403066,171.0,14958181.178672409,12238511.873459242
Sri Lanka,LKA,Southern Asia,Manual,Industrial,Manufacturing,586009.1898495825,253522.16335570865,362461.63089348306,163521.4017637469,142.5,51650782.40232134,23301799.751333933
Sri Lanka,LKA,Southern Asia,Cleaning,Commercial/Retail,Office,261492.32916920274,27138.931055138964,170966.97726018616,13004.07113058742,85.5,14617676.555745916,1111848.0816652244
Sri Lanka,LKA,Southern Asia,Tech,Commercial/Retail,Office,106592.81745433297,57488.131735637784,81939.73119216262,46075.81724315106,85.5,7005847.016929904,3939482.374289416
Sri Lanka,LKA,Southern Asia,ArmedForces,Correctional facilities,Dayroom,17856.624917656798,7142.649967062721,17856.624917656798,7142.649967062721,114.0,2035655.240612875,814262.0962451502
Lesotho,LSO,Southern Africa,Food,Industrial,Manufacturing,307654.8828411338,304996.7934664925,23899.628259595986,22238.322400445162,142.5,3405697.026992428,3168960.9420634354
Lesotho,LSO,Southern Africa,Health,Health care,Patient room,14190.13672098382,8056.217250250859,12276.049284958204,7147.9163758846835,199.5,2449071.8323491616,1426009.3169889944
Lesotho,LSO,Southern Africa,Retail,Commercial/Retail,Retail,56986.59695966652,2870.3800632046746,34444.5607584561,2649.5815968043153,114.0,3926679.9264639956,302052.3020356919
Lesotho,LSO,Southern Africa,Security,Commercial/Retail,Office,14575.890807979606,11660.712646383687,11903.644159850013,9522.91532788001,85.5,1017761.5756671762,814209.2605337409
Lesotho,LSO,Southern Africa,Transport,Commercial/Retail,Transportation waiting,18700.268886178466,15300.219997782386,3872.2779006733194,3168.22737327817,171.0,662159.5210151377,541766.8808305671
Lesotho,LSO,Southern Africa,Manual,Industrial,Manufacturing,40594.232866926606,17624.925286957936,24958.201728181084,11443.691737221414,142.5,3556543.7462658044,1630726.0725540514
Lesotho,LSO,Southern Africa,Cleaning,Commercial/Retail,Office,42185.86325831462,865.8943915663244,31776.964233207153,414.9077292921972,85.5,2716930.4419392115,35474.61085448286
Lesotho,LSO,Southern Africa,Tech,Commercial/Retail,Office,7602.423941613247,1856.903667831119,5479.166114528246,1458.2979063387916,85.5,468468.70279216504,124684.47099196668
Lesotho,LSO,Southern Africa,ArmedForces,Correctional facilities,Dayroom,1478.1037172032532,591.2414868813013,1478.1037172032532,591.2414868813013,114.0,168503.82376117085,67401.52950446834
Lithuania,LTU,Northern Europe,Food,Industrial,Manufacturing,59008.059744829116,51468.68332507814,26016.179759688464,21304.069497344106,142.5,3707305.615755606,3035829.9033715352
Lithuania,LTU,Northern Europe,Health,Health care,Patient room,82862.78556422825,43555.049851255804,73691.85300154731,39239.843301177716,199.5,14701524.673808688,7828348.738584954
Lithuania,LTU,Northern Europe,Retail,Commercial/Retail,Retail,79104.85425882594,6056.089445132742,72673.0733415929,5590.236410891762,114.0,8284730.360941591,637286.9508416608
Lithuania,LTU,Northern Europe,Security,Commercial/Retail,Office,16187.384720490529,12949.907776392423,13219.697521733931,10575.758017387145,85.5,1130284.1381082512,904227.3104866009
Lithuania,LTU,Northern Europe,Transport,Commercial/Retail,Transportation waiting,71470.77876650327,58476.09171804814,14799.504694073908,12108.685658787745,171.0,2530715.302686638,2070585.2476527044
Lithuania,LTU,Northern Europe,Manual,Industrial,Manufacturing,102294.08580846814,49272.795703992844,62834.2658193363,32859.056972366205,142.5,8953882.879255423,4682415.618562184
Lithuania,LTU,Northern Europe,Cleaning,Commercial/Retail,Office,42263.58041981929,4461.015901210952,27543.238000079702,2137.5701193302475,85.5,2354946.8490068144,182762.24520273617
Lithuania,LTU,Northern Europe,Tech,Commercial/Retail,Office,31649.660967736425,10243.791331065158,23778.48647336781,8137.417598535564,85.5,2033060.5934729478,695749.2046747907
Lithuania,LTU,Northern Europe,ArmedForces,Correctional facilities,Dayroom,2306.7994329535945,922.719773181438,2306.7994329535945,922.719773181438,114.0,262975.13535670977,105190.05414268393
Luxembourg,LUX,Western Europe,Food,Industrial,Manufacturing,8178.243102422965,5516.297372747577,4231.194474376907,2567.47839332979,142.5,602945.2125987093,365865.67104949505
Luxembourg,LUX,Western Europe,Health,Health care,Patient room,19032.537416705432,9722.273417841363,16485.203126207794,8572.945629265712,199.5,3288798.023678455,1710302.6530385097
Luxembourg,LUX,Western Europe,Retail,Commercial/Retail,Retail,7333.85341199371,564.1425701533624,6769.710841840349,520.7469878338729,114.0,771747.0359697997,59365.15661306152
Luxembourg,LUX,Western Europe,Security,Commercial/Retail,Office,4078.9942826373112,3263.195426109849,3331.178664153804,2664.942931323043,85.5,284815.77578515024,227852.62062812017
Luxembourg,LUX,Western Europe,Transport,Commercial/Retail,Transportation waiting,8660.965525796015,7086.244521105831,1793.432255341599,1467.3536634613083,171.0,306676.91566341347,250917.47645188373
Luxembourg,LUX,Western Europe,Manual,Industrial,Manufacturing,6946.382055210166,3514.5745632709622,4264.140451760407,2371.09453783492,142.5,607640.014375858,337880.97164147615
Luxembourg,LUX,Western Europe,Cleaning,Commercial/Retail,Office,8578.723993407273,222.77165112563054,6406.252522694488,106.74474949769797,85.5,547734.5906903787,9126.676082053176
Luxembourg,LUX,Western Europe,Tech,Commercial/Retail,Office,5702.386902418289,1828.3109398496586,4302.975429971828,1452.7206692504299,85.5,367904.39926259127,124207.61722091175
Luxembourg,LUX,Western Europe,ArmedForces,Correctional facilities,Dayroom,0.0,0.0,0.0,0.0,114.0,0.0,0.0
Latvia,LVA,Northern Europe,Food,Industrial,Manufacturing,39027.99058731994,33812.47862346305,15966.194736339787,12706.499758929238,142.5,2275182.7499284195,1810676.2156474164
Latvia,LVA,Northern Europe,Health,Health care,Patient room,54557.421153419324,27443.026043986327,47125.15615047071,24121.044379246883,199.5,9401468.652018907,4812148.353659753
Latvia,LVA,Northern Europe,Retail,Commercial/Retail,Retail,42798.71719821199,3292.2090152470764,39506.50818296491,3038.9621679203783,114.0,4503741.9328580005,346441.6871429231
Latvia,LVA,Northern Europe,Security,Commercial/Retail,Office,11374.171218217296,9099.336974573838,9288.906494877458,7431.125195901966,85.5,794201.5053120226,635361.2042496181
Latvia,LVA,Northern Europe,Transport,Commercial/Retail,Transportation waiting,53409.55053122303,43698.72316190975,11059.55339282901,9048.725503223735,171.0,1891183.6301737607,1547332.0610512588
Latvia,LVA,Northern Europe,Manual,Industrial,Manufacturing,57820.27986428799,29868.250960902813,36084.77830016097,19711.80534816202,142.5,5142080.907772939,2808932.262113088
Latvia,LVA,Northern Europe,Cleaning,Commercial/Retail,Office,21349.169517704868,2436.6957939143417,13694.411871039432,1167.5834012506223,85.5,1170872.2149738714,99828.38080692821
Latvia,LVA,Northern Europe,Tech,Commercial/Retail,Office,24030.879735363353,8142.994558039137,17702.097800565592,6462.519744229879,85.5,1513529.3619483581,552545.4381316546
Latvia,LVA,Northern Europe,ArmedForces,Correctional facilities,Dayroom,3430.912457161807,1372.364982864723,3430.912457161807,1372.364982864723,114.0,391124.020116446,156449.60804657842
Madagascar,MDG,Eastern Africa,Food,Industrial,Manufacturing,11066820.538210634,11066820.538210634,2937885.203089811,2937885.203089811,142.5,418648641.4402981,418648641.4402981
Madagascar,MDG,Eastern Africa,Health,Health care,Patient room,72921.42221675748,44865.48619952722,68420.44512010225,42108.864189302076,199.5,13649878.801460398,8400718.405765764
Madagascar,MDG,Eastern Africa,Retail,Commercial/Retail,Retail,862983.3353586727,66383.33348912866,796600.001869544,61276.923220734156,114.0,90812400.21312802,6985569.247163693
Madagascar,MDG,Eastern Africa,Security,Commercial/Retail,Office,0.0,0.0,0.0,0.0,85.5,0.0,0.0
Madagascar,MDG,Eastern Africa,Transport,Commercial/Retail,Transportation waiting,142950.45724815375,116959.46502121672,29600.852258456078,24218.87912055498,171.0,5061745.736195989,4141428.3296149014
Madagascar,MDG,Eastern Africa,Manual,Industrial,Manufacturing,1356666.0141075384,850487.3387090813,817413.5402886828,576783.4876083251,142.5,116481429.4911373,82191646.98418632
Madagascar,MDG,Eastern Africa,Cleaning,Commercial/Retail,Office,730141.6773117634,0.0,567887.9712424825,0.0,85.5,48554421.54123226,0.0
Madagascar,MDG,Eastern Africa,Tech,Commercial/Retail,Office,110739.06488102663,15185.538622572274,78034.43181628347,11580.761096142307,85.5,6671943.920292237,990155.0737201673
Madagascar,MDG,Eastern Africa,ArmedForces,Correctional facilities,Dayroom,11896.304020544932,4758.521608217972,11896.304020544932,4758.521608217972,114.0,1356178.6583421223,542471.4633368489
Maldives,MDV,Southern Asia,Food,Industrial,Manufacturing,48382.19662725251,48035.01648702939,4731.191612875012,4514.204025235561,142.5,674194.8048346891,643274.0735960674
Maldives,MDV,Southern Asia,Health,Health care,Patient room,8198.104954047283,4616.366239183343,7401.80783921827,4215.956960309532,199.5,1476660.6639240447,841083.4135817518
Maldives,MDV,Southern Asia,Retail,Commercial/Retail,Retail,13385.356966704494,1029.6428435926534,12355.71412311184,950.43954793168,114.0,1408551.41003475,108350.10846421152
Maldives,MDV,Southern Asia,Security,Commercial/Retail,Office,5468.092988641536,4374.474390913229,4465.609274057255,3572.4874192458037,85.5,381809.5929318953,305447.6743455162
Maldives,MDV,Southern Asia,Transport,Commercial/Retail,Transportation waiting,6044.259939838042,4945.303587140218,1251.5891794614129,1024.0275104684288,171.0,214021.7496879016,175108.70429010133
Maldives,MDV,Southern Asia,Manual,Industrial,Manufacturing,8584.88282027876,2875.221725328113,5589.0791113194255,1892.436536016771,142.5,796443.7733630182,269672.2063823899
Maldives,MDV,Southern Asia,Cleaning,Commercial/Retail,Office,7643.833125386733,509.90035966821847,5336.155890141532,244.3272556743547,85.5,456241.328607101,20889.980360157326
Maldives,MDV,Southern Asia,Tech,Commercial/Retail,Office,5726.898834559906,3066.6113921037904,4419.790148620377,2458.2367598640417,85.5,377892.05770704226,210179.24296837556
Maldives,MDV,Southern Asia,ArmedForces,Correctional facilities,Dayroom,1388.960329172106,555.5841316688425,1388.960329172106,555.5841316688425,114.0,158341.47752562008,63336.59101024804
Mexico,MEX,Central America,Food,Industrial,Manufacturing,7664626.18339862,6070433.746471423,2947962.2192582353,1951591.9461787362,142.5,420084616.2442985,278101852.3304699
Mexico,MEX,Central America,Health,Health care,Patient room,1719611.0291272784,932162.8601316416,1538579.4520462498,844683.9546836506,199.5,306946600.6832268,168514448.95938832
Mexico,MEX,Central America,Retail,Commercial/Retail,Retail,8897834.087573953,631341.861556339,7576102.338676067,582777.102975082,114.0,863675666.6090716,66436589.739159346
Mexico,MEX,Central America,Security,Commercial/Retail,Office,686721.2433148889,549376.9946519112,560822.3487071593,448657.87896572734,85.5,47950310.81446212,38360248.65156969
Mexico,MEX,Central America,Transport,Commercial/Retail,Transportation waiting,3395373.5440777005,2778032.899699937,703082.4005413421,575249.2368065527,171.0,120227090.49256949,98367619.49392052
Mexico,MEX,Central America,Manual,Industrial,Manufacturing,8982665.692008398,4252081.577244227,5553905.504321238,2788144.4975141883,142.5,791431534.3657764,397310590.89577186
Mexico,MEX,Central America,Cleaning,Commercial/Retail,Office,2509854.549560062,124807.42472513448,1803033.5590139157,59803.55768079361,85.5,154159369.2956898,5113204.181707853
Mexico,MEX,Central America,Tech,Commercial/Retail,Office,2794648.1314368383,654628.9017358293,2128437.154673501,517191.1276291647,85.5,181981376.72458434,44219841.41229358
Mexico,MEX,Central America,ArmedForces,Correctional facilities,Dayroom,29969.59956465449,11987.839825861798,29969.59956465449,11987.839825861798,114.0,3416534.350370612,1366613.740148245
Marshall Islands,MHL,Micronesia,Food,Industrial,Manufacturing,1456.7684810895587,1374.5683787083299,446.3922226536188,395.01715866535056,142.5,63610.891728140676,56289.945109812455
Marshall Islands,MHL,Micronesia,Health,Health care,Patient room,519.8536530706508,287.9139039173965,445.9748781056889,253.56263749382748,199.5,88971.98818208494,50585.746180018585
Marshall Islands,MHL,Micronesia,Retail,Commercial/Retail,Retail,770.5808033431981,57.41879089698112,689.0254907637736,53.00196082798257,114.0,78548.90594707019,6042.223534390013
Marshall Islands,MHL,Micronesia,Security,Commercial/Retail,Office,674.2612643816254,539.4090115053004,550.6466992449941,440.5173593959953,85.5,47080.292785446996,37664.2342283576
Marshall Islands,MHL,Micronesia,Transport,Commercial/Retail,Transportation waiting,463.79736723696635,379.4705731938816,96.038848771291,78.57723990378356,171.0,16422.643139890763,13436.70802354699
Marshall Islands,MHL,Micronesia,Manual,Industrial,Manufacturing,802.0097139966692,271.3392859262731,511.01806236165504,172.6363111562178,142.5,72820.07388653584,24600.674339761037
Marshall Islands,MHL,Micronesia,Cleaning,Commercial/Retail,Office,330.12193817275835,11.136047389635776,243.46011753008042,5.33602270753381,85.5,20815.840048821876,456.22994149414075
Marshall Islands,MHL,Micronesia,Tech,Commercial/Retail,Office,288.0218112486416,111.33616233140769,215.85348989539222,88.69889363508902,85.5,18455.473386056034,7583.7554058001115
Marshall Islands,MHL,Micronesia,ArmedForces,Correctional facilities,Dayroom,0.0,0.0,0.0,0.0,114.0,0.0,0.0
North Macedonia,MKD,Southern Europe,Food,Industrial,Manufacturing,67835.52702132222,65085.95948392152,27914.761046481908,26196.281335606473,142.5,3977853.4491236717,3732970.090323922
North Macedonia,MKD,Southern Europe,Health,Health care,Patient room,38799.23724435401,22961.31958181189,35488.30448642259,21184.237968661353,199.5,7079916.745041306,4226255.47474794
North Macedonia,MKD,Southern Europe,Retail,Commercial/Retail,Retail,66893.11324145338,5129.737802277113,61556.85362732534,4735.142586717334,114.0,7017481.3135150885,539806.2548857761
North Macedonia,MKD,Southern Europe,Security,Commercial/Retail,Office,19931.44708495914,15945.157667967314,16277.348452716633,13021.878762173306,85.5,1391713.292707272,1113370.6341658176
North Macedonia,MKD,Southern Europe,Transport,Commercial/Retail,Transportation waiting,34829.20051893496,28496.61860640133,7212.107178163301,5900.814963951791,171.0,1233270.3274659244,1009039.3588357562
North Macedonia,MKD,Southern Europe,Manual,Industrial,Manufacturing,73178.1607017987,36735.644109599045,46166.375206707235,24878.646161276723,142.5,6578708.466955781,3545207.077981933
North Macedonia,MKD,Southern Europe,Cleaning,Commercial/Retail,Office,24135.08576340738,2680.2490976747276,15570.324727094261,1284.2860259691404,85.5,1331262.7641665593,109806.4552203615
North Macedonia,MKD,Southern Europe,Tech,Commercial/Retail,Office,27722.12372554393,7243.188482725266,21158.20245952083,5738.540755978572,85.5,1809026.3102890311,490645.2346361679
North Macedonia,MKD,Southern Europe,ArmedForces,Correctional facilities,Dayroom,2990.7046982262896,1196.2818792905157,2990.7046982262896,1196.2818792905157,114.0,340940.335597797,136376.13423911878
Mali,MLI,Western Africa,Food,Industrial,Manufacturing,5272176.507387323,5266983.023840703,1460651.9600704943,1457406.0328538562,142.5,208142904.31004545,207680359.6816745
Mali,MLI,Western Africa,Health,Health care,Patient room,57908.364031914054,32450.9458851256,53602.170873884985,30152.043955887733,199.5,10693633.089340055,6015332.769199603
Mali,MLI,Western Africa,Retail,Commercial/Retail,Retail,1089783.533298786,82842.8869980255,994114.6439763058,76470.3572289466,114.0,113329069.41329886,8717620.724099912
Mali,MLI,Western Africa,Security,Commercial/Retail,Office,65278.27105372075,52222.61684297661,53310.588027205275,42648.47042176422,85.5,4558055.276326051,3646444.221060841
Mali,MLI,Western Africa,Transport,Commercial/Retail,Transportation waiting,126427.40302113925,103440.60247184122,26179.411736700553,21419.51869366409,171.0,4476679.406975795,3662737.6966165593
Mali,MLI,Western Africa,Manual,Industrial,Manufacturing,236810.4188805126,93294.34510760421,153766.92609840783,62484.69835515977,142.5,21911786.969023116,8904069.515610268
Mali,MLI,Western Africa,Cleaning,Commercial/Retail,Office,97849.86357942631,11759.687301846745,62059.156284570185,5634.850165468231,85.5,5306057.862330751,481779.6891475338
Mali,MLI,Western Africa,Tech,Commercial/Retail,Office,143101.16464285774,8748.301019603727,100889.54951179458,6163.483438990771,85.5,8626056.483258437,526977.8340337109
Mali,MLI,Western Africa,ArmedForces,Correctional facilities,Dayroom,6505.493795501618,2602.197518200648,6505.493795501618,2602.197518200648,114.0,741626.2926871844,296650.5170748739
Myanmar,MMR,South-eastern Asia,Food,Industrial,Manufacturing,9171021.793514078,9150829.545999754,3923740.905318092,3911120.7506216387,142.5,559133079.0078281,557334706.9635835
Myanmar,MMR,South-eastern Asia,Health,Health care,Patient room,79889.84312167396,46629.725953441746,72615.13118706357,42826.6479203807,199.5,14486718.671819182,8543916.26011595
Myanmar,MMR,South-eastern Asia,Retail,Commercial/Retail,Retail,3766590.9474761956,287710.1929187274,3452522.3150247284,265578.6396172868,114.0,393587543.912819,30275964.916370694
Myanmar,MMR,South-eastern Asia,Security,Commercial/Retail,Office,112574.4783408733,90059.58267269866,91935.82397837986,73548.65918270388,85.5,7860512.950151478,6288410.360121181
Myanmar,MMR,South-eastern Asia,Transport,Commercial/Retail,Transportation waiting,980712.1824611224,802400.8765591002,203076.7650550809,166153.71686324803,171.0,34726126.824418835,28412285.583615415
Myanmar,MMR,South-eastern Asia,Manual,Industrial,Manufacturing,1627755.275268923,562474.357110918,1006194.1283903342,374580.28157683363,142.5,143382663.29562262,53377690.124698795
Myanmar,MMR,South-eastern Asia,Cleaning,Commercial/Retail,Office,1142149.2120063673,264851.86253661313,571987.4401973312,126908.18413212713,85.5,48904926.13687182,10850649.743296871
Myanmar,MMR,South-eastern Asia,Tech,Commercial/Retail,Office,141538.82159559365,16232.528354873057,101900.82113614178,12301.481143307896,85.5,8712520.207140122,1051776.6377528252
Myanmar,MMR,South-eastern Asia,ArmedForces,Correctional facilities,Dayroom,2767.4462151753933,1106.9784860701575,2767.4462151753933,1106.9784860701575,114.0,315488.86852999486,126195.54741199795
Montenegro,MNE,Southern Europe,Food,Industrial,Manufacturing,10813.986835586384,8905.088470521623,5273.525727227688,4080.4642490622127,142.5,751477.4161299455,581466.1554913654
Montenegro,MNE,Southern Europe,Health,Health care,Patient room,10112.989277372779,6405.068641051155,9367.481687024978,5964.567757289809,199.5,1868812.596561483,1189931.2675793169
Montenegro,MNE,Southern Europe,Retail,Commercial/Retail,Retail,26360.786184443343,2027.752783418719,24333.033401024626,1871.7718000788173,114.0,2773965.8077168074,213381.98520898516
Montenegro,MNE,Southern Europe,Security,Commercial/Retail,Office,8116.815839762191,6493.452671809754,6628.73293580579,5302.986348644632,85.5,566756.666011395,453405.33280911605
Montenegro,MNE,Southern Europe,Transport,Commercial/Retail,Transportation waiting,13138.358659494656,10749.566175950175,2720.5692173701054,2225.9202687573593,171.0,465217.33617028804,380632.36595750845
Montenegro,MNE,Southern Europe,Manual,Industrial,Manufacturing,10472.709586665724,5924.592901004361,6559.694271074665,4042.226605756655,142.5,934756.4336281398,576017.2913203234
Montenegro,MNE,Southern Europe,Cleaning,Commercial/Retail,Office,4644.00629910114,370.46084294713,3169.5100035584815,177.51248724549978,85.5,270993.10530425014,15177.31765949023
Montenegro,MNE,Southern Europe,Tech,Commercial/Retail,Office,8175.151815415104,2042.71144774923,6044.331617199793,1610.3442796262325,85.5,516790.35327058233,137684.43590804288
Montenegro,MNE,Southern Europe,ArmedForces,Correctional facilities,Dayroom,484.1390048835729,193.65560195342917,484.1390048835729,193.65560195342917,114.0,55191.84655672731,22076.738622690926
Mongolia,MNG,Eastern Asia,Food,Industrial,Manufacturing,309303.72314116405,304677.9556394843,147973.72744384382,145082.62275529397,142.5,21086256.160747744,20674273.74262939
Mongolia,MNG,Eastern Asia,Health,Health care,Patient room,55013.29743658006,29025.61971441289,49627.01497887496,26431.870941808444,199.5,9900589.488285555,5273158.252890784
Mongolia,MNG,Eastern Asia,Retail,Commercial/Retail,Retail,118116.87558960589,9065.323292544845,108783.87951053816,8367.990731579857,114.0,12401362.26420135,953950.9434001037
Mongolia,MNG,Eastern Asia,Security,Commercial/Retail,Office,21683.217702453174,17346.57416196254,17707.961123670095,14166.368898936074,85.5,1514030.676073793,1211224.5408590343
Mongolia,MNG,Eastern Asia,Transport,Commercial/Retail,Transportation waiting,116479.81399613498,95301.66599683772,24119.55744364411,19734.183362981545,171.0,4124444.3228631425,3374545.355069844
Mongolia,MNG,Eastern Asia,Manual,Industrial,Manufacturing,101104.95535128473,47251.68680735679,62876.539702147646,31757.86152811697,142.5,8959906.90755604,4525495.267756668
Mongolia,MNG,Eastern Asia,Cleaning,Commercial/Retail,Office,47974.800756205914,5629.68253009932,30589.39089943041,2697.5562123392574,85.5,2615392.9219013,230641.05615500652
Mongolia,MNG,Eastern Asia,Tech,Commercial/Retail,Office,39064.482339717106,6815.411377458138,28373.092326941896,5293.7519835346,85.5,2425899.393953532,452615.7945922083
Mongolia,MNG,Eastern Asia,ArmedForces,Correctional facilities,Dayroom,2264.0917608887826,905.6367043555131,2264.0917608887826,905.6367043555131,114.0,258106.4607413212,103242.5842965285
Mozambique,MOZ,Eastern Africa,Food,Industrial,Manufacturing,10526123.17602157,10520018.694405463,187914.72716415525,184099.42615408788,142.5,26777848.620892122,26234168.226957522
Mozambique,MOZ,Eastern Africa,Health,Health care,Patient room,83433.84748314787,53176.65496265261,76533.94300696878,49227.790034034486,199.5,15268521.629890272,9820944.11178988
Mozambique,MOZ,Eastern Africa,Retail,Commercial/Retail,Retail,1173526.8181947747,87283.13832497687,1047397.6598997224,80569.05076151711,114.0,119403333.22856836,9184871.78681295
Mozambique,MOZ,Eastern Africa,Security,Commercial/Retail,Office,232023.83534936828,185619.06827949465,189486.13220198412,151588.9057615873,85.5,16201064.303269641,12960851.442615714
Mozambique,MOZ,Eastern Africa,Transport,Commercial/Retail,Transportation waiting,187113.39403894037,153092.77694095124,38745.70280604321,31701.029568580816,171.0,6625515.17983339,5420876.05622732
Mozambique,MOZ,Eastern Africa,Manual,Industrial,Manufacturing,672578.5918380879,287611.06106601335,408633.4860206042,189151.30203962815,142.5,58230271.7579361,26954060.54064701
Mozambique,MOZ,Eastern Africa,Cleaning,Commercial/Retail,Office,244510.25829352057,5477.758166821021,183631.76752903534,2624.759121601739,85.5,15700516.123732522,224416.9048969487
Mozambique,MOZ,Eastern Africa,Tech,Commercial/Retail,Office,89395.06515764589,17159.38015260557,64124.44087205471,13352.982395224555,85.5,5482639.694560678,1141679.9947916996
Mozambique,MOZ,Eastern Africa,ArmedForces,Correctional facilities,Dayroom,7656.1318582968825,3062.4527433187536,7656.1318582968825,3062.4527433187536,114.0,872799.0318458446,349119.6127383379
Mauritius,MUS,Eastern Africa,Food,Industrial,Manufacturing,33583.29852504797,29816.965498306392,15493.745182111034,13139.787040397552,142.5,2207858.688450822,1872419.6532566512
Mauritius,MUS,Eastern Africa,Health,Health care,Patient room,18502.03711101179,10430.519182373057,16140.62304292515,9303.393723380315,199.5,3220054.297063567,1856027.047814373
Mauritius,MUS,Eastern Africa,Retail,Commercial/Retail,Retail,45526.66496253431,3440.657982813439,41287.895793761265,3175.9919841354813,114.0,4706820.120488784,362063.0861914449
Mauritius,MUS,Eastern Africa,Security,Commercial/Retail,Office,24012.009897705644,19209.607918164515,19609.808083126274,15687.846466501018,85.5,1676638.5911072965,1341310.872885837
Mauritius,MUS,Eastern Africa,Transport,Commercial/Retail,Transportation waiting,26974.75107283933,22070.25087777764,5585.6807777091535,4570.102454489308,171.0,955151.4129882653,781487.5197176717
Mauritius,MUS,Eastern Africa,Manual,Industrial,Manufacturing,36431.29078035835,13796.379858333492,20739.010779107306,8976.850138220378,142.5,2955309.036022791,1279201.1446964038
Mauritius,MUS,Eastern Africa,Cleaning,Commercial/Retail,Office,26871.589379595156,2173.747922799274,18303.703943008208,1041.5875463413188,85.5,1564966.6871272018,89055.73521218276
Mauritius,MUS,Eastern Africa,Tech,Commercial/Retail,Office,18459.796254776007,4958.472508382687,13654.988891522311,3916.484617706236,85.5,1167501.5502251575,334859.43481388316
Mauritius,MUS,Eastern Africa,ArmedForces,Correctional facilities,Dayroom,0.0,0.0,0.0,0.0,114.0,0.0,0.0
Malawi,MWI,Eastern Africa,Food,Industrial,Manufacturing,2683867.8009503116,2647937.20395371,436474.8301278927,414018.20700501656,142.5,62197663.293224715,58997594.49821486
Malawi,MWI,Eastern Africa,Health,Health care,Patient room,65918.17878239824,34402.074677131284,57424.74845898674,30510.25497572699,199.5,11456237.317567855,6086795.867657535
Malawi,MWI,Eastern Africa,Retail,Commercial/Retail,Retail,1135609.7197609982,69207.85364665014,830494.2437598017,63884.17259690781,114.0,94676343.7886174,7282795.67604749
Malawi,MWI,Eastern Africa,Security,Commercial/Retail,Office,75264.92578458245,60211.94062766597,61466.35605740899,49173.084845927195,85.5,5255373.442908469,4204298.754326775
Malawi,MWI,Eastern Africa,Transport,Commercial/Retail,Transportation waiting,109158.37543237166,89311.39808103138,22603.5019834709,18493.77435011256,171.0,3865198.8391735237,3162435.413869248
Malawi,MWI,Eastern Africa,Manual,Industrial,Manufacturing,434906.32844885974,165514.88635142948,252883.22732389122,102129.77475152249,142.5,36035859.893654495,14553492.902091956
Malawi,MWI,Eastern Africa,Cleaning,Commercial/Retail,Office,355127.84823259444,55552.781195185955,209855.83775332358,26619.04098935993,85.5,17942674.127909165,2275928.0045902743
Malawi,MWI,Eastern Africa,Tech,Commercial/Retail,Office,193969.19943640206,29434.264664577622,137752.49607745593,22615.168590023655,85.5,11777838.414622482,1933596.9144470226
Malawi,MWI,Eastern Africa,ArmedForces,Correctional facilities,Dayroom,0.0,0.0,0.0,0.0,114.0,0.0,0.0
Namibia,NAM,Southern Africa,Food,Industrial,Manufacturing,224301.46059665538,224301.46059665538,99299.49605742039,99299.49605742039,142.5,14150178.188182404,14150178.188182404
Namibia,NAM,Southern Africa,Health,Health care,Patient room,17139.858788676433,10604.275833505932,16083.297736185303,9953.569269213589,199.5,3208617.8983689677,1985737.069208111
