Country Name,Country Code,Region,occupational_group,occupancy_group,occupancy_category,Essential Workers,Vital Workers,Indoor Essential Workers,Indoor Vital Workers,Scaled ECA (L/s/person),Indoor Essential CADR Requirement (L/s),Indoor Vital CADR Requirement (L/s)
Czechia,CZE,Eastern Europe,Tech,Commercial/Retail,Office,178091.71321651625,84642.12319440472,135529.01560102406,67702.73683547438,85.5,11587730.833887557,5788583.999433059
Czechia,CZE,Eastern Europe,ArmedForces,Correctional facilities,Dayroom,870.9616515702279,348.3846606280913,870.9616515702279,348.3846606280913,114.0,99289.62827900598,39715.85131160241
Germany,DEU,Western Europe,Food,Industrial,Manufacturing,972015.715133299,640785.3204747852,495560.85714595235,288541.8604843812,142.5,70617422.14329821,41117215.11902432
Germany,DEU,Western Europe,Health,Health care,Patient room,3920169.968427409,2389333.0692076855,3546336.97428353,2190352.270346975,199.5,707494226.3695642,436975277.9342215
Germany,DEU,Western Europe,Retail,Commercial/Retail,Retail,2221954.295085643,170788.0983258208,2049457.1799098495,157650.55230075764,114.0,233638118.50972286,17972162.96228637
Germany,DEU,Western Europe,Security,Commercial/Retail,Office,474226.49787979363,379381.1983038349,387284.9732684981,309827.97861479846,85.5,33112865.214456588,26490292.17156527
Germany,DEU,Western Europe,Transport,Commercial/Retail,Transportation waiting,1160726.2023499778,949685.0746499819,240352.3954361065,196651.959902269,171.0,41100259.61957421,33627485.143288
Germany,DEU,Western Europe,Manual,Industrial,Manufacturing,2390358.4128414514,1407417.1273175327,1558084.014409885,971315.2954548871,142.5,222026972.05340862,138412429.60232142
Germany,DEU,Western Europe,Cleaning,Commercial/Retail,Office,695277.4245149506,31101.267495006105,503622.5940037044,14902.690674690424,85.5,43059731.787316725,1274180.0526860312
Germany,DEU,Western Europe,Tech,Commercial/Retail,Office,1420736.6621771012,601626.9462587392,1084755.4815128795,480632.5188676686,85.5,92746593.66935119,41094080.36318567
Germany,DEU,Western Europe,ArmedForces,Correctional facilities,Dayroom,68577.85716988337,27431.14286795335,68577.85716988337,27431.14286795335,114.0,7817875.717366704,3127150.286946682
Denmark,DNK,Northern Europe,Food,Industrial,Manufacturing,119816.48905270104,60152.29437519774,63174.269198030255,25884.14752459069,142.5,9002333.360719312,3688491.0222541736
Denmark,DNK,Northern Europe,Health,Health care,Patient room,365118.3687232827,172865.02315855888,304163.32676086965,146813.62744097726,199.5,60680583.688793495,29289318.674474962
Denmark,DNK,Northern Europe,Retail,Commercial/Retail,Retail,185248.69989325883,14249.899991789143,170998.79990146967,13153.753838574592,114.0,19493863.18876754,1499527.9375975034
Denmark,DNK,Northern Europe,Security,Commercial/Retail,Office,26846.879459079813,21477.503567263855,21924.951558248515,17539.961246598814,85.5,1874583.358230248,1499666.6865841986
Denmark,DNK,Northern Europe,Transport,Commercial/Retail,Transportation waiting,74119.63973750998,60643.34160341725,15348.006208272263,12557.459624950037,171.0,2624509.061614557,2147325.595866456
Denmark,DNK,Northern Europe,Manual,Industrial,Manufacturing,139498.6750273734,74212.57592776482,84362.10882069169,48634.513107784864,142.5,12021600.506948566,6930418.117859343
Denmark,DNK,Northern Europe,Cleaning,Commercial/Retail,Office,53608.990897431526,4541.595694193974,36271.19806327061,2176.181270134613,85.5,3101187.434409637,186063.49859650942
Denmark,DNK,Northern Europe,Tech,Commercial/Retail,Office,95436.64549977615,45448.512042336944,73037.63911311488,36367.27361382838,85.5,6244718.144171323,3109401.8939823266
Denmark,DNK,Northern Europe,ArmedForces,Correctional facilities,Dayroom,5585.629274227165,2234.2517096908664,5585.629274227165,2234.2517096908664,114.0,636761.7372618968,254704.69490475877
Dominican Republic,DOM,Caribbean,Food,Industrial,Manufacturing,373870.5620627053,274180.30989875365,174277.51068372684,111971.10308125702,142.5,24834545.272431076,15955882.189079126
Dominican Republic,DOM,Caribbean,Health,Health care,Patient room,141624.74508644006,76232.01633725835,123657.03903400232,67850.40705085163,199.5,24669579.28728346,13536156.2066449
Dominican Republic,DOM,Caribbean,Retail,Commercial/Retail,Retail,559214.15554752,41793.871526002156,501526.4583120258,38578.958331694295,114.0,57174016.24757095,4398001.24981315
Dominican Republic,DOM,Caribbean,Security,Commercial/Retail,Office,122788.59048944405,98230.87239155524,100277.34889971263,80221.87911977012,85.5,8573713.33092543,6858970.664740345
Dominican Republic,DOM,Caribbean,Transport,Commercial/Retail,Transportation waiting,313342.2133560113,256370.90183673656,64883.99367472962,53086.90391568788,171.0,11095162.918378765,9077860.569582628
Dominican Republic,DOM,Caribbean,Manual,Industrial,Manufacturing,312881.3751484861,149533.10441826106,188309.53418828474,99948.47319518102,142.5,26834108.621830575,14242657.430313297
Dominican Republic,DOM,Caribbean,Cleaning,Commercial/Retail,Office,200125.65406178165,4922.488937112764,149773.64692872326,2358.6926156998666,85.5,12805646.81240584,201668.2186423386
Dominican Republic,DOM,Caribbean,Tech,Commercial/Retail,Office,126383.7711268477,20849.56370346709,90295.60950464397,16105.895975405403,85.5,7720274.612647059,1377054.1058971619
Dominican Republic,DOM,Caribbean,ArmedForces,Correctional facilities,Dayroom,17555.93312076321,7022.373248305286,17555.93312076321,7022.373248305286,114.0,2001376.3757670058,800550.5503068026
Ecuador,ECU,South America,Food,Industrial,Manufacturing,2617185.4072720385,2453229.5554738212,988096.1966127222,885623.7892388364,142.5,140803708.0173129,126201389.96653418
Ecuador,ECU,South America,Health,Health care,Patient room,159093.59115720054,85264.90128414231,140443.47590814208,76475.87807296515,199.5,28018473.443674345,15256937.675556548
Ecuador,ECU,South America,Retail,Commercial/Retail,Retail,959473.2503063371,64431.28010347616,773175.3612417139,59475.02778782415,114.0,88141991.18155538,6780153.1678119525
Ecuador,ECU,South America,Security,Commercial/Retail,Office,145590.52037180794,116472.41629744637,118898.92497030982,95119.13997624785,85.5,10165858.084961489,8132686.467969191
Ecuador,ECU,South America,Transport,Commercial/Retail,Transportation waiting,398621.8493241502,326145.1494470321,82542.90819338463,67535.10670367835,171.0,14114837.301068772,11548503.246328998
Ecuador,ECU,South America,Manual,Industrial,Manufacturing,495060.99075186497,234321.49735458175,305781.93155082036,151491.63552610914,142.5,43573925.2459919,21587558.06247055
Ecuador,ECU,South America,Cleaning,Commercial/Retail,Office,229796.2211528716,12585.859541349719,163697.28422228803,6030.724363563407,85.5,13996117.801005626,515626.93308467127
Ecuador,ECU,South America,Tech,Commercial/Retail,Office,169498.42518157882,32652.489103034462,122755.88268685045,25451.561512654996,85.5,10495627.969725713,2176108.509332002
Ecuador,ECU,South America,ArmedForces,Correctional facilities,Dayroom,13276.5305600435,5310.612224017401,13276.5305600435,5310.612224017401,114.0,1513524.483844959,605409.7935379837
Egypt,EGY,Northern Africa,Food,Industrial,Manufacturing,5085942.409759641,4993483.132598761,2529661.3262954056,2471874.278069855,142.5,360476738.9970953,352242084.62495434
Egypt,EGY,Northern Africa,Health,Health care,Patient room,761417.673651775,462724.9922456051,700314.3861757539,428696.1421981055,199.5,139712720.0420629,85524880.36852205
Egypt,EGY,Northern Africa,Retail,Commercial/Retail,Retail,3424666.2288813978,246076.57869595854,2952918.9443515027,227147.61110396174,114.0,336632759.6560713,25894827.665851638
Egypt,EGY,Northern Africa,Security,Commercial/Retail,Office,503069.34079885134,402455.472639081,410839.96165239526,328671.9693219162,85.5,35126816.72127979,28101453.37702384
Egypt,EGY,Northern Africa,Transport,Commercial/Retail,Transportation waiting,2490181.0235552457,2037420.8374542918,515643.54528164177,421890.17341225233,171.0,88175046.24316074,72143219.65349515
Egypt,EGY,Northern Africa,Manual,Industrial,Manufacturing,2534333.772615252,911937.4702498808,1418725.5340882977,594795.8510434225,142.5,202168388.60758242,84758408.7736877
Egypt,EGY,Northern Africa,Cleaning,Commercial/Retail,Office,539970.7632584857,82936.40922514888,320914.3270710055,39740.36275371718,85.5,27438174.96457097,3397801.015442819
Egypt,EGY,Northern Africa,Tech,Commercial/Retail,Office,1009267.790926345,248171.29832352937,787853.5939635675,196928.21377884698,85.5,67361482.28388502,16837362.278091416
Egypt,EGY,Northern Africa,ArmedForces,Correctional facilities,Dayroom,0.0,0.0,0.0,0.0,114.0,0.0,0.0
Spain,ESP,Southern Europe,Food,Industrial,Manufacturing,1009702.4230101453,771837.0692898997,450552.9431383514,301887.09706319775,142.5,64203794.39721507,43018911.33150568
Spain,ESP,Southern Europe,Health,Health care,Patient room,1813248.9615077048,906533.5080660027,1548807.9580662705,789558.9005842044,199.5,308987187.63422096,157517000.66654876
Spain,ESP,Southern Europe,Retail,Commercial/Retail,Retail,2095899.977999336,161005.459242438,1932065.5109092558,148620.42391609662,114.0,220255468.24365517,16942728.326435015
Spain,ESP,Southern Europe,Security,Commercial/Retail,Office,471445.82566496596,377156.66053197277,385014.0909597221,308011.27276777773,85.5,32918704.77705624,26334963.821644995
Spain,ESP,Southern Europe,Transport,Commercial/Retail,Transportation waiting,1058603.8715811458,866130.440384574,219205.85219609583,179350.2427058966,171.0,37484200.72553239,30668891.50270832
Spain,ESP,Southern Europe,Manual,Industrial,Manufacturing,1365090.0997381904,698805.5417850105,824990.8952884764,464856.08113015536,142.5,117561202.57860789,66241991.56104714
Spain,ESP,Southern Europe,Cleaning,Commercial/Retail,Office,748763.0041749538,22598.330914368653,555378.7746550238,10828.366896468313,85.5,47484885.23300454,925825.3696480407
Spain,ESP,Southern Europe,Tech,Commercial/Retail,Office,577907.0227190567,187987.45248587013,426822.2894397459,149104.61995069048,85.5,36493305.747098275,12748445.005784037
Spain,ESP,Southern Europe,ArmedForces,Correctional facilities,Dayroom,43171.561029305965,17268.624411722387,43171.561029305965,17268.624411722387,114.0,4921557.95734088,1968623.1829363522
Estonia,EST,Northern Europe,Food,Industrial,Manufacturing,18441.90297038987,11952.05273305136,9300.139962946492,5243.983564609923,142.5,1325269.9447198752,747267.657956914
Estonia,EST,Northern Europe,Health,Health care,Patient room,41748.11445100995,21257.87953294328,36068.544947099246,18704.344812512438,199.5,7195674.716946299,3731516.7900962313
Estonia,EST,Northern Europe,Retail,Commercial/Retail,Retail,30015.939054936658,2308.9183888412813,27707.020666095374,2131.3092820073366,114.0,3158600.3559348728,242969.25814883638
Estonia,EST,Northern Europe,Security,Commercial/Retail,Office,6819.689335892601,5455.751468714082,5569.412957645624,4455.5303661165,85.5,476184.8078787009,380947.84630296077
Estonia,EST,Northern Europe,Transport,Commercial/Retail,Transportation waiting,38211.13428344513,31263.65532281874,7912.406594046717,6473.78721331095,171.0,1353021.5275819886,1107017.6134761726
Estonia,EST,Northern Europe,Manual,Industrial,Manufacturing,51240.16588832517,27891.898221870993,32106.987867555406,19209.137375257793,142.5,4575245.771126646,2737302.0759742353
Estonia,EST,Northern Europe,Cleaning,Commercial/Retail,Office,18441.172584382686,2258.7831730475514,11645.143220046402,1082.3336037519518,85.5,995659.7453139673,92539.52312079188
Estonia,EST,Northern Europe,Tech,Commercial/Retail,Office,19835.565399866733,7464.550436831041,14988.448265783187,5948.276890649403,85.5,1281512.3267244624,508577.67415052396
Estonia,EST,Northern Europe,ArmedForces,Correctional facilities,Dayroom,878.6114027622481,351.44456110489926,878.6114027622481,351.44456110489926,114.0,100161.69991489628,40064.679965958516
Ethiopia,ETH,Eastern Africa,Food,Industrial,Manufacturing,32756164.80281232,32041085.483454503,4702304.537191217,4255379.96259258,142.5,670078396.5497484,606391644.6694427
Ethiopia,ETH,Eastern Africa,Health,Health care,Patient room,365053.6273856687,219323.53014641206,336359.09197116765,203388.2988517573,199.5,67103638.848247945,40575965.62092558
Ethiopia,ETH,Eastern Africa,Retail,Commercial/Retail,Retail,5318713.541595389,310574.1227735573,3726889.4732826874,286683.8056371298,114.0,424865399.9542264,32681953.8426328
Ethiopia,ETH,Eastern Africa,Security,Commercial/Retail,Office,302721.2459112791,242176.9967290233,247222.3508275446,197777.88066203572,85.5,21137510.995755065,16910008.796604056
Ethiopia,ETH,Eastern Africa,Transport,Commercial/Retail,Transportation waiting,491890.0507036033,402455.4960302209,101856.02060024107,83336.74412746998,171.0,17417379.522641223,14250583.245797366
Ethiopia,ETH,Eastern Africa,Manual,Industrial,Manufacturing,1641316.6917687135,699321.1263786715,1077820.285251734,445198.58462000714,142.5,153589390.6483721,63440798.30835102
Ethiopia,ETH,Eastern Africa,Cleaning,Commercial/Retail,Office,3088306.414278237,695360.8259663214,1571446.2245344112,333193.72910886235,85.5,134358652.19769216,28488063.838807732
Ethiopia,ETH,Eastern Africa,Tech,Commercial/Retail,Office,1026018.0282125724,104796.42333471884,726335.8296867118,78346.36874630908,85.5,62101713.438213855,6698614.527809426
Ethiopia,ETH,Eastern Africa,ArmedForces,Correctional facilities,Dayroom,41693.231561855355,16677.292624742146,41693.231561855355,16677.292624742146,114.0,4753028.398051511,1901211.3592206046
Finland,FIN,Northern Europe,Food,Industrial,Manufacturing,100766.0489197843,72026.93109136562,52623.6108670463,34661.66222428461,142.5,7498864.548554097,4939286.866960557
Finland,FIN,Northern Europe,Health,Health care,Patient room,334784.2927548384,170295.7559025462,278111.7587251994,145435.3384682062,199.5,55483295.865677275,29014350.024407137
Finland,FIN,Northern Europe,Retail,Commercial/Retail,Retail,156837.64394538704,11767.337919442834,141208.055033314,10862.158079485693,114.0,16097718.273797797,1238286.021061369
Finland,FIN,Northern Europe,Security,Commercial/Retail,Office,21798.387386792103,17438.709909433685,17802.016365880216,14241.613092704172,85.5,1522072.3992827584,1217657.9194262067
Finland,FIN,Northern Europe,Transport,Commercial/Retail,Transportation waiting,111310.98832151409,91072.62680851153,23049.245056475138,18858.473228025116,171.0,3941420.9046572484,3224798.921992295
Finland,FIN,Northern Europe,Manual,Industrial,Manufacturing,145469.33307293657,80346.93090830828,90459.6434515878,54848.180706175524,142.5,12890499.191851262,7815865.750630012
Finland,FIN,Northern Europe,Cleaning,Commercial/Retail,Office,42155.123707321996,1763.3746838804304,30681.06534439326,844.9503693593729,85.5,2623231.0869456236,72243.25658022639
Finland,FIN,Northern Europe,Tech,Commercial/Retail,Office,90023.56513152705,36697.26338466511,68240.55225892685,29285.641047028857,85.5,5834567.218138246,2503922.3095209673
Finland,FIN,Northern Europe,ArmedForces,Correctional facilities,Dayroom,3791.797299722636,1516.7189198890546,3791.797299722636,1516.7189198890546,114.0,432264.8921683805,172905.95686735222
Fiji,FJI,Melanesia,Food,Industrial,Manufacturing,96387.54524228958,96387.54524228958,33221.58291779861,33221.58291779861,142.5,4734075.565786302,4734075.565786302
Fiji,FJI,Melanesia,Health,Health care,Patient room,6770.579142855771,4119.500123599032,6351.596684513694,3865.7307590429127,199.5,1267143.538560482,771213.2864290611
Fiji,FJI,Melanesia,Retail,Commercial/Retail,Retail,23599.35892424249,1815.3353018648068,21784.02362237768,1675.694124798283,114.0,2483378.6929510557,191029.13022700427
Fiji,FJI,Melanesia,Security,Commercial/Retail,Office,0.0,0.0,0.0,0.0,85.5,0.0,0.0
Fiji,FJI,Melanesia,Transport,Commercial/Retail,Transportation waiting,20954.603056452743,17144.675228006792,4339.084471285669,3550.1600219610023,171.0,741983.4445898493,607077.3637553314
Fiji,FJI,Melanesia,Manual,Industrial,Manufacturing,31789.80559626988,17826.580665552585,18900.276396875288,12065.752056398373,142.5,2693289.3865547287,1719369.668036768
Fiji,FJI,Melanesia,Cleaning,Commercial/Retail,Office,12861.10603357522,26.91486509638604,9970.934159471153,12.896706192018312,85.5,852514.8706347836,1102.6683794175658
Fiji,FJI,Melanesia,Tech,Commercial/Retail,Office,23636.602004314293,4629.340930207764,16835.215152932968,3601.384672586424,85.5,1439410.8955757688,307918.38950613927
Fiji,FJI,Melanesia,ArmedForces,Correctional facilities,Dayroom,0.0,0.0,0.0,0.0,114.0,0.0,0.0
France,FRA,Western Europe,Food,Industrial,Manufacturing,1124692.3648974411,877464.2369632925,556193.8251364321,401676.24517758907,142.5,79257620.08194157,57238864.93780644
France,FRA,Western Europe,Health,Health care,Patient room,3152978.7391758496,1660728.9312497943,2704157.884088215,1456913.540496242,199.5,539479497.8755989,290654251.3290003
France,FRA,Western Europe,Retail,Commercial/Retail,Retail,1246181.7022751595,95860.13094424305,1150321.5713309166,88486.27471776282,114.0,131136659.13172449,10087435.317824962
France,FRA,Western Europe,Security,Commercial/Retail,Office,445040.7147147893,356032.5717718315,363449.9170170779,290759.9336136623,85.5,31074967.904960163,24859974.323968127
France,FRA,Western Europe,Transport,Commercial/Retail,Transportation waiting,1101655.7287339724,901354.6871459774,228120.63069743873,186644.15238881353,171.0,39008627.84926202,31916150.058487114
France,FRA,Western Europe,Manual,Industrial,Manufacturing,2352249.3042186294,1190655.8479316342,1457115.6682227266,802927.3921293579,142.5,207638982.72173855,114417153.3784335
France,FRA,Western Europe,Cleaning,Commercial/Retail,Office,949172.916808814,40704.21844813877,689626.6743715785,19504.10467306649,85.5,58963080.658769965,1667600.9495471849
France,FRA,Western Europe,Tech,Commercial/Retail,Office,1277600.9871101894,537342.1874973426,978033.5330120496,429321.64234446385,85.5,83621867.07253024,36707000.420451656
France,FRA,Western Europe,ArmedForces,Correctional facilities,Dayroom,84078.1670193489,33631.266807739565,84078.1670193489,33631.266807739565,114.0,9584911.040205775,3833964.4160823105
Gabon,GAB,Middle Africa,Food,Industrial,Manufacturing,111769.40251068403,106798.43385125656,34215.594010750894,31108.73859860872,142.5,4875722.146532003,4432995.250301743
Gabon,GAB,Middle Africa,Health,Health care,Patient room,24196.927424758196,14647.24162085382,22297.93724335878,13585.989841170292,199.5,4448438.480050077,2710404.973313473
Gabon,GAB,Middle Africa,Retail,Commercial/Retail,Retail,138101.60538253374,9738.685467882155,116864.22561458584,8989.555816506603,114.0,13322521.720062787,1024809.3630817528
Gabon,GAB,Middle Africa,Security,Commercial/Retail,Office,12680.545525024694,10144.436420019756,10355.778845436835,8284.623076349466,85.5,885419.0912848493,708335.2730278793
Gabon,GAB,Middle Africa,Transport,Commercial/Retail,Transportation waiting,28765.713038743772,23535.58339533582,5956.536538325731,4873.5298949937805,171.0,1018567.7480537001,833373.6120439365
Gabon,GAB,Middle Africa,Manual,Industrial,Manufacturing,67960.99412061207,30141.971996239557,41643.568702739176,19850.961515496787,142.5,5934208.540140333,2828762.015958292
Gabon,GAB,Middle Africa,Cleaning,Commercial/Retail,Office,40927.672477325854,3360.1318571600555,27819.14331964559,1610.0631815558602,85.5,2378536.753829698,137660.40202302605
Gabon,GAB,Middle Africa,Tech,Commercial/Retail,Office,47330.99570405235,5183.793838688846,34919.65031106074,3943.567966957984,85.5,2985630.1015956933,337175.0611749076
Gabon,GAB,Middle Africa,ArmedForces,Correctional facilities,Dayroom,19753.508572859522,7901.40342914381,19753.508572859522,7901.40342914381,114.0,2251899.9773059855,900759.9909223943
United Kingdom,GBR,Northern Europe,Food,Industrial,Manufacturing,1453914.2394266492,664159.3708803825,742006.5739142449,248409.78107282822,142.5,105735936.7827799,35398393.80287802
United Kingdom,GBR,Northern Europe,Health,Health care,Patient room,3665837.4931514976,1779339.0129428918,3079312.6134062405,1525369.5189505983,199.5,614322866.374545,304311219.03064436
United Kingdom,GBR,Northern Europe,Retail,Commercial/Retail,Retail,1402149.9855131935,105136.51992909325,1261638.2391491188,97049.09531916298,114.0,143826759.26299953,11063596.86638458
United Kingdom,GBR,Northern Europe,Security,Commercial/Retail,Office,565687.3955912951,452549.91647303617,461978.039732891,369582.43178631284,85.5,39499122.397162184,31599297.917729747
United Kingdom,GBR,Northern Europe,Transport,Commercial/Retail,Transportation waiting,1007765.0888909855,824535.0727289881,208678.62951783033,170737.06051458846,171.0,35684045.64754899,29196037.347994626
United Kingdom,GBR,Northern Europe,Manual,Industrial,Manufacturing,1219521.5611797292,610305.6604875,729775.2316495201,399920.17164509837,142.5,103992970.51005661,56988624.459426515
United Kingdom,GBR,Northern Europe,Cleaning,Commercial/Retail,Office,495810.6494821016,43135.147158739084,334107.9682686963,20668.92468022914,85.5,28566231.286973532,1767193.0601595917
United Kingdom,GBR,Northern Europe,Tech,Commercial/Retail,Office,775706.6414819539,221316.36734875652,625692.3170367278,176770.37641310264,85.5,53496693.10664023,15113867.183320276
United Kingdom,GBR,Northern Europe,ArmedForces,Correctional facilities,Dayroom,12544.554870363565,5017.821948145427,12544.554870363565,5017.821948145427,114.0,1430079.2552214465,572031.7020885787
Georgia,GEO,Western Asia,Food,Industrial,Manufacturing,576889.8114936247,570142.5517950929,96478.09156722702,92261.05425564466,142.5,13748128.04832985,13147200.231429365
Georgia,GEO,Western Asia,Health,Health care,Patient room,70823.18540169639,41382.616525627804,63238.842335193134,37560.42318800227,199.5,12616149.04587103,7493304.426006453
Georgia,GEO,Western Asia,Retail,Commercial/Retail,Retail,114933.3963042632,8771.598660264555,105259.18392317464,8096.860301782665,114.0,11999546.96724191,923042.0744032238
Georgia,GEO,Western Asia,Security,Commercial/Retail,Office,43520.13776069049,34816.110208552396,35541.445837897234,28433.15667031779,85.5,3038793.6191402134,2431034.895312171
Georgia,GEO,Western Asia,Transport,Commercial/Retail,Transportation waiting,73813.81177582355,60393.11872567382,15284.678196003866,12505.645796730438,171.0,2613679.971516661,2138465.431240905
Georgia,GEO,Western Asia,Manual,Industrial,Manufacturing,74449.43314243399,32603.19045610451,43389.84118234482,21156.95400340317,142.5,6183052.368484137,3014865.9454849516
Georgia,GEO,Western Asia,Cleaning,Commercial/Retail,Office,39392.935355189205,4248.108334718038,25564.82032090061,2035.5519103857268,85.5,2185792.1374370023,174039.68833797963
Georgia,GEO,Western Asia,Tech,Commercial/Retail,Office,26434.24896850689,7707.811590024909,20196.32201091046,6121.140706195156,85.5,1726785.5319328443,523357.5303796858
Georgia,GEO,Western Asia,ArmedForces,Correctional facilities,Dayroom,4177.039797771711,1670.815919108685,4177.039797771711,1670.815919108685,114.0,476182.5369459751,190473.0147783901
Ghana,GHA,Western Africa,Food,Industrial,Manufacturing,5295785.173418373,5267691.433564274,1269482.4159361061,1251923.8285272936,142.5,180901244.27089512,178399145.56513935
Ghana,GHA,Western Africa,Health,Health care,Patient room,144835.40653138098,85347.1463452638,133563.1330010752,79163.29499670575,199.5,26645845.033714507,15793077.351842796
Ghana,GHA,Western Africa,Retail,Commercial/Retail,Retail,2185846.052458096,159523.15387127857,1914277.8464553424,147252.14203502634,114.0,218227674.49590904,16786744.191993
Ghana,GHA,Western Africa,Security,Commercial/Retail,Office,134488.80541150377,107591.04432920302,109832.52441939473,87866.01953551579,85.5,9390680.837858249,7512544.6702866005
Ghana,GHA,Western Africa,Transport,Commercial/Retail,Transportation waiting,426042.68426772446,348580.37803722906,88220.95987361971,72180.7853511434,171.0,15085784.13838897,12342914.295045521
Ghana,GHA,Western Africa,Manual,Industrial,Manufacturing,1043235.4886330066,423059.81444113795,680400.7171573096,288708.8830858424,142.5,96957102.19491662,41141015.83973254
Ghana,GHA,Western Africa,Cleaning,Commercial/Retail,Office,100633.48562881598,14322.633213759207,61162.899150422265,6862.928414926287,85.5,5229427.877361104,586780.3794761975
Ghana,GHA,Western Africa,Tech,Commercial/Retail,Office,175229.77655440842,25544.869492923433,123978.19789623313,19568.452243592714,85.5,10600135.920127934,1673102.666827177
Ghana,GHA,Western Africa,ArmedForces,Correctional facilities,Dayroom,0.0,0.0,0.0,0.0,114.0,0.0,0.0
Guinea,GIN,Western Africa,Food,Industrial,Manufacturing,1612907.1192003663,1605031.9685824215,141690.58069743437,136768.6115612187,142.5,20190907.7493844,19489527.147473667
Guinea,GIN,Western Africa,Health,Health care,Patient room,52171.2435280923,30796.516274097095,48744.34871644456,28816.11475589034,199.5,9724497.56893069,5748814.893800123
Guinea,GIN,Western Africa,Retail,Commercial/Retail,Retail,1082996.3460768473,79212.86095673904,950554.3314808685,73119.56396006681,114.0,108363193.78881902,8335630.291447616
Guinea,GIN,Western Africa,Security,Commercial/Retail,Office,17017.253788454804,13613.803030763846,13897.42392723809,11117.939141790472,85.5,1188229.7457788566,950583.7966230853
Guinea,GIN,Western Africa,Transport,Commercial/Retail,Transportation waiting,94738.52816285142,77513.34122415118,19617.57401351974,16050.74237469797,171.0,3354605.1563118757,2744676.946073353
Guinea,GIN,Western Africa,Manual,Industrial,Manufacturing,197591.76554488504,87681.27949368028,128886.16755569745,59946.88071290898,142.5,18366278.876686886,8542430.50158953
Guinea,GIN,Western Africa,Cleaning,Commercial/Retail,Office,47939.04062600627,7562.2250468040465,28253.262792100046,3623.566168260272,85.5,2415653.968724554,309814.9073862533
Guinea,GIN,Western Africa,Tech,Commercial/Retail,Office,82347.41341604164,6463.664156638444,58250.234352885454,4710.279713884546,85.5,4980395.037171707,402728.9155371287
Guinea,GIN,Western Africa,ArmedForces,Correctional facilities,Dayroom,18492.920682230706,7397.168272892283,18492.920682230706,7397.168272892283,114.0,2108192.9577743006,843277.1831097204
Gambia,GMB,Western Africa,Food,Industrial,Manufacturing,178611.1090795543,177702.04448380464,51134.35498499092,50566.18961264738,142.5,7286645.585361206,7205682.019802252
Gambia,GMB,Western Africa,Health,Health care,Patient room,9211.622475258657,5186.988761628729,8411.81583190332,4774.563523156948,199.5,1678157.2584647122,952525.4228698111
Gambia,GMB,Western Africa,Retail,Commercial/Retail,Retail,202483.92994230188,14469.286934741978,173631.44321690372,13356.264862838749,114.0,19793984.526727024,1522614.1943636173
Gambia,GMB,Western Africa,Security,Commercial/Retail,Office,13872.695978097112,11098.15678247769,11329.368382112641,9063.494705690115,85.5,968660.9966706309,774928.7973365048
Gambia,GMB,Western Africa,Transport,Commercial/Retail,Transportation waiting,35010.140544903814,28644.660445830395,7249.574557278063,5931.4700923184155,171.0,1239677.2492945488,1014281.3857864491
Gambia,GMB,Western Africa,Manual,Industrial,Manufacturing,78821.87664405878,31067.408823073438,45906.724478144606,20048.633879708173,142.5,6541708.238135606,2856930.3278584145
Gambia,GMB,Western Africa,Cleaning,Commercial/Retail,Office,15493.72274202483,866.8327147432112,11015.289723409363,415.3573424811221,85.5,941807.2713515005,35513.052782135936
Gambia,GMB,Western Africa,Tech,Commercial/Retail,Office,16072.744519025353,2982.5316752129133,11501.426147740918,2316.799095873857,85.5,983371.9356318485,198086.32269721475
Gambia,GMB,Western Africa,ArmedForces,Correctional facilities,Dayroom,1106.0580747754063,442.4232299101625,1106.0580747754063,442.4232299101625,114.0,126090.62052439632,50436.24820975852
Guinea-Bissau,GNB,Western Africa,Food,Industrial,Manufacturing,475251.1037397249,473506.3665369059,50910.89465425714,49820.433902495264,142.5,7254802.488231643,7099411.831105575
Guinea-Bissau,GNB,Western Africa,Health,Health care,Patient room,6734.632501486694,3829.2374641847136,6237.617853522715,3560.2599547790373,199.5,1244404.7617777816,710271.8609784179
Guinea-Bissau,GNB,Western Africa,Retail,Commercial/Retail,Retail,103580.5784827691,7479.834502304906,89758.01402765886,6904.46261751222,114.0,10232413.59915311,787108.7383963931
Guinea-Bissau,GNB,Western Africa,Security,Commercial/Retail,Office,7420.96624673665,5936.772997389321,6060.455768168264,4848.364614534611,85.5,518168.96817838657,414535.17454270925
Guinea-Bissau,GNB,Western Africa,Transport,Commercial/Retail,Transportation waiting,16126.013314888465,13194.010893999653,3339.2249793455912,2732.0931649191207,171.0,571007.4714680961,467187.9312011696
Guinea-Bissau,GNB,Western Africa,Manual,Industrial,Manufacturing,23903.278040907677,9679.92312402986,15193.133329955279,6389.5315963447765,142.5,2165021.4995186273,910508.2524791306
Guinea-Bissau,GNB,Western Africa,Cleaning,Commercial/Retail,Office,7566.657704316971,918.2487410534662,4788.381107099337,439.9941884214525,85.5,409406.58465699333,37619.50311003419
Guinea-Bissau,GNB,Western Africa,Tech,Commercial/Retail,Office,6904.559340596,477.9255611009793,5137.493429338817,351.44770253648795,85.5,439255.68820846884,30048.77856686972
Guinea-Bissau,GNB,Western Africa,ArmedForces,Correctional facilities,Dayroom,3396.5885430944913,1358.635417237797,3396.5885430944913,1358.635417237797,114.0,387211.093912772,154884.43756510885
