Country Name,Country Code,Labour Force (2024),Region,%Indoor Essential Workers,%Indoor Vital Workers,%Essential Workers,%Vital Workers,%Armed Forces (Indoor Essential),%Armed Forces (Essential),%Onsite Excluded Essential (ISCO 61+63),%Onsite Excluded Vital (ISCO 61+63),Indoor Essential Workers,Indoor Vital Workers,Essential Workers,Vital Workers,Armed Forces (Indoor Essential),Armed Forces (Essential),Indoor Essential CADR Requirement (L/s),Indoor Vital CADR Requirement (L/s),Scaled ECA Essential (L/s/person),Scaled ECA Vital (L/s/person)
Bolivia,BOL,6860000.0,South America,0.3041291646013965,0.10029560568789805,0.5623999999999999,0.31744136976243226,0.0011013894214759274,0.0011013894214759274,0.19305990937436873,0.19305990937436873,2086326.06916558,688027.8550189807,3858063.9999999995,2177647.796570285,7555.531431324862,7555.531431324862,279485600.31202865,106458337.6896608,133.96065190510134,154.72969141158381
Brazil,BRA,107000000.0,South America,0.2910947447705804,0.11274463585445876,0.3921760355914149,0.17769940195897785,0.0032387487967025477,0.0032387487967025477,0.03475074874883489,0.03475074874883489,31147137.690452103,12063676.036427088,41962835.80828139,19013836.00961063,346546.1212471726,346546.1212471726,4273380038.8530445,1877619122.9946158,137.19976716072418,155.64236948381384
Barbados,BRB,147000.0,Caribbean,0.270714620382499,0.11073868677676128,0.3538757149701909,0.1496207911612577,0.0016155130338528566,0.0016155130338528566,0.022682095976859974,0.022682095976859974,39795.04919622735,16278.586956183908,52019.73010061806,21994.25630070488,237.48041597636993,237.48041597636993,5121492.671962457,2249101.677011984,128.69672925163727,138.16320071673024
Brunei Darussalam,BRN,234000.0,South-eastern Asia,0.26057322926605897,0.11272683889319833,0.31426536538571836,0.13710900915547344,0.012592184910715216,0.012592184910715216,0.006211243853083092,0.006211243853083092,60974.1356482578,26378.08030100841,73538.0955002581,32083.508142380786,2946.5712691073604,2946.5712691073604,7473196.941781935,3373574.047967222,122.56339286041958,127.89308431357885
Bhutan,BTN,406000.0,Southern Asia,0.1607320834859606,0.08266872155947835,0.5611219551428901,0.46947115897538133,0.003569658975850406,0.003569658975850406,0.36731315571210066,0.36731315571210066,65257.225895300006,33563.500953148214,227815.51378801337,190605.29054400482,1449.2815441952648,1449.2815441952648,8877994.178017592,4818752.710545303,136.0461474758615,143.57121795106747
Botswana,BWA,1170000.0,Southern Africa,0.2680171004119759,0.11326677713576801,0.5099702477264748,0.3199443449803756,0.001969175770171758,0.001969175770171758,0.14514179470511318,0.14514179470511318,313580.0074820118,132522.12924884856,596665.1898399756,374334.88362703944,2303.935651100957,2303.935651100957,37889567.21842433,17235445.028002806,120.82902708839887,130.05710914618857
Central African Republic,CAF,2000000.0,Middle Africa,0.2958730455588337,0.08150241039717238,0.6332789863508657,0.3471997165889176,,,0.237219830480121,0.237219830480121,591746.0911176674,163004.82079434476,1266557.9727017314,694399.4331778352,,,395135168.432104,125865291.49088585,127.18941913745401,147.07749819624334
Canada,CAN,22900000.0,Northern America,0.25021317446690966,0.1157215559901134,0.29580000000000006,0.13803329687024216,,,0.003165756163759815,0.003165756163759815,5729881.695292232,2650023.632173597,6773820.000000002,3160962.4983285456,,,6550000758.873551,3301951594.277248,150.44644472643512,163.98615744559484
Switzerland,CHE,5150000.0,Western Europe,0.25839378724340156,0.11999904102692888,0.30774074046956557,0.15041140983193835,0.0004674721077363564,0.0004674721077363564,0.0168608997294831,0.0168608997294831,1330728.004303518,617995.0612886837,1584864.8134182626,774618.7606344825,2407.4813548422353,2407.4813548422353,196632326.73301446,97142395.00156654,147.76297342290374,157.18959759807606
Chile,CHL,10100000.0,South America,0.31945347630368237,0.13259695383426928,0.4278650490220115,0.19907315190131408,0.0009729429882350458,0.0009729429882350458,0.020445348614147086,0.020445348614147086,3226480.110667192,1339229.2337261199,4321436.995122316,2010638.8342032721,9826.724181173962,9826.724181173962,441606829.95836425,202737289.37768257,136.86953423278533,151.38356023905578
China,CHN,774000000.0,Eastern Asia,0.25396144399315546,0.0993396144773886,0.5142687171117994,0.3228564719338243,,,0.14746213716618858,0.14746213716618858,196566157.65070233,76888861.60549878,398043987.0445328,249890909.27677998,,,7244395732.051792,3276321932.1633606,134.8762292344791,150.40132275726873
Côte d'Ivoire,CIV,12600000.0,Western Africa,0.29931756632025264,0.07883033384458085,0.777975193903885,0.49536109780191967,0.001341807728589488,0.001341807728589488,0.3714686002034601,0.3714686002034601,3771401.3356351834,993262.2064417187,9802487.443188952,6241549.832304188,16906.777380227548,16906.777380227548,468171807.1520298,143796044.90585148,124.13736048942133,144.77148528683998
Cameroon,CMR,11100000.0,Middle Africa,0.3261039606695255,0.09931816185057607,0.614213868433294,0.3355504204530114,,,0.20467628605279184,0.20467628605279184,3619753.963431733,1102431.5965413945,6817773.939609563,3724609.6670284267,,,2016105764.115891,702716095.2721612,126.35722060894508,142.7371146993674
DR Congo,COD,38500000.0,Middle Africa,0.0975665435454579,0.02995685079341247,0.7825980512044537,0.69564389699825,0.001096780093168261,0.001096780093168261,0.6379018524442583,0.6379018524442583,3756311.9265001295,1153338.75554638,30130024.97137147,26782290.034432627,42226.03358697805,42226.03358697805,478441709.62343633,165407425.40569013,127.37006909573005,143.41616858901997
Congo Republic,COG,2560000.0,Middle Africa,0.3534002162917518,0.1061140811255461,0.6053395584621533,0.2960832696176346,,,0.15609122320670185,0.15609122320670185,904704.5537068845,271652.047681398,1549669.2696631122,757973.1702211446,,,1027273339.2300495,357952217.2816681,124.44998858042328,142.24476881586284
Colombia,COL,26800000.0,South America,0.30709590879613546,0.11892921510866614,0.47434715213296,0.2403398044775411,0.00032089061709288547,0.00032089061709288547,0.04307205299571914,0.04307205299571914,8230170.355736431,3187302.9649122525,12712503.677163329,6441106.759998102,8599.868538089331,8599.868538089331,1081074425.348428,464333358.5645064,131.3550483915462,145.68221586594285
Comoros,COM,276000.0,Eastern Africa,0.28188996329157207,0.12471099879879906,0.5672691218039141,0.3798440331130708,,,0.1266548695383032,0.1266548695383032,77801.62986847389,34420.23566846854,156566.2776178803,104836.95313920754,,,145787722.27263972,77125446.13330151,129.7550970950756,139.69215422859352
Cabo Verde,CPV,224000.0,Western Africa,0.2894189502901681,0.11529050247136273,0.5278197089539377,0.3098077893746091,,,0.11959474099155697,0.11959474099155697,64829.844864997656,25825.07255358525,118231.61480568205,69396.94481991245,,,56306383.93701202,29041825.792586256,127.5835020541903,136.57886395357514
Costa Rica,CRI,2360000.0,Central America,0.3132889150264837,0.1343740236301365,0.43991834501233656,0.2199813560721598,0.001732070264088145,0.001732070264088145,0.02154840079341594,0.02154840079341594,739361.8394625016,317122.69576712215,1038207.2942291143,519156.0003302971,4087.685823248022,4087.685823248022,98335731.62682688,46387975.2953595,133.00082094893432,146.27768972241688
Cuba,CUB,4860000.0,Caribbean,0.2999671364566612,0.10976445469649815,0.4006999999999999,0.1717440854523941,,,0.03081078730896565,0.03081078730896565,1457840.2831793732,533455.249824981,1947401.9999999995,834676.2552986353,,,210758565.8175943,86796948.94714892,129.8716302677404,146.1656997340939
Curaçao,CUW,71999.0,Caribbean,0.24905615476595203,0.1095873240268811,0.3827685485198029,0.21848857651498793,,,0.08775828934701184,0.08775828934701184,17931.79408699378,7890.177742611412,27558.95272487729,15730.959020502616,,,445502.40594732645,202404.917322641,129.05937121825565,133.2592936093209
Cayman Islands,CYM,60828.0,Caribbean,0.24905615476595203,0.1095873240268811,0.3827685485198029,0.21848857651498793,,,0.08775828934701184,0.08775828934701184,15149.58778210333,6665.977745907123,23283.04526936257,13290.223132253686,,,445502.40594732645,202404.917322641,129.05937121825565,133.2592936093209
Cyprus,CYP,772000.0,Western Asia,0.23493180766447405,0.08507259655923881,0.28719999999999996,0.11261298200911858,0.005596157518732918,0.005596157518732918,0.01185372304139258,0.01185372304139258,181367.35551697397,65676.04454373237,221718.39999999997,86937.22211103955,4320.233604461812,4320.233604461812,23898823.468628336,9720518.93327241,131.77025931985688,148.00707017000258
Czechia,CZE,5540000.0,Eastern Europe,0.2767910079872875,0.14778902698212465,0.3253260195708655,0.17598514697403062,0.0011326472404572696,0.0011326472404572696,0.009626275197043623,0.009626275197043623,1533422.1842495727,818751.2094809705,1802306.1484225949,974957.7142361297,6274.8657121332735,6274.8657121332735,222487503.69274592,123803449.73767804,145.0921383412925,151.210096918404
Germany,DEU,43800000.0,Western Europe,0.2581274223443727,0.12576839824853753,0.3042018957894866,0.15062897819409454,0.0015513658889770685,0.0015513658889770685,0.011048404572573665,0.011048404572573665,11305981.098683523,5508655.843285943,13324043.035579512,6597549.244901341,67949.8259371956,67949.8259371956,1669856704.5165124,877595846.1038903,147.69675359805368,159.31215727944252
Djibouti,DJI,265000.0,Eastern Africa,0.2545490235747468,0.10215495099357508,0.4298711181723832,0.21819750539143778,,,0.052640047365236343,0.052640047365236343,67455.4912473079,27071.062013297396,113915.84631568156,57822.33892873101,,,113302367.20232148,51741766.1657308,129.39250046726644,147.23917880040082
Dominica,DMA,32630.0,Caribbean,0.20333117807563958,0.09814828736738873,0.8699712549514417,0.7402612516759507,,,0.32632825879291116,0.32632825879291116,6634.6963406081195,3202.5786167978945,28387.16204906554,24154.724642186273,,,410578521.9509702,219519863.29748237,122.37939611824093,135.5523819732171
Denmark,DNK,3210000.0,Northern Europe,0.2816129440348115,0.11434172401686749,0.33186293382076026,0.14200155703121914,0.0016930069123862754,0.0016930069123862754,0.012440312673032927,0.012440312673032927,903977.550351745,367036.9340941446,1065280.0175646404,455824.9980702134,5434.552188759944,5434.552188759944,138082400.43405378,59240369.364468805,152.74981151946173,161.40165705850657
Dominican Republic,DOM,5410000.0,Caribbean,0.2999671364566612,0.10976445469649815,0.4006999999999999,0.1717440854523941,0.0032450893014349747,0.0032450893014349747,0.03081078730896565,0.03081078730896565,1622822.208230537,593825.699908055,2167786.9999999995,929135.5022974522,17555.933120763213,17555.933120763213,210758565.8175943,86796948.94714892,129.8716302677404,146.1656997340939
Algeria,DZA,13300000.0,Northern Africa,0.31488375484897696,0.14592760480770683,0.48389999999999994,0.27242936109474064,,,0.04505255195717166,0.04505255195717166,4187953.9394913935,1940837.143942501,6435869.999999999,3623310.5025600507,,,172386764.4119229,84686223.69583073,128.81449424340343,136.54832687502306
Ecuador,ECU,8820000.0,South America,0.2640082287607227,0.10071940398892322,0.588162900915861,0.3775979320667689,0.0015048586640843754,0.0015048586640843754,0.16522255202066616,0.16522255202066616,2328552.5776695744,888345.1431823028,5187596.786077894,3330413.7608289015,13272.85341722419,13272.85341722419,303414783.66332513,128505607.71417165,130.30188219627146,144.6572975609776
Egypt,EGY,33700000.0,Northern Africa,0.27562526364436857,0.11437159895971899,0.48494950388860003,0.2780822848001664,0.0016180842380598619,0.0016180842380598619,0.1298116155593322,0.1298116155593322,9288571.384815222,3854322.8849425297,16342798.28104582,9371372.997765608,54529.43882261735,54529.43882261735,1254397478.4723506,576465519.8729804,135.04740680822192,149.56337003446868
Eritrea,ERI,1710000.0,Eastern Africa,0.2522969946873517,0.09356352981947998,0.5155870229693367,0.29193650012703615,,,0.12121437604182494,0.12121437604182494,431427.86091537145,159993.63599131076,881653.8092775657,499211.4152172318,,,211762099.61751866,81719991.76279427,128.35678121709,145.50178488773327
Spain,ESP,24400000.0,Southern Europe,0.30284793469958665,0.12223269554338018,0.3763865880092133,0.16431651996360075,0.001769326271692867,0.001769326271692867,0.01652364895881073,0.01652364895881073,7389489.606669914,2982477.771258476,9183832.747424806,4009323.087111858,43171.56102930596,43171.56102930596,1039951009.1059799,459552906.8757939,140.73380767290038,154.08426889360604
Estonia,EST,756000.0,Northern Europe,0.24865475393209913,0.11783517266406394,0.29889897773657675,0.14595114624121644,0.0016057449743429565,0.0016057449743429565,0.00865693822663164,0.00865693822663164,187982.99397266694,89083.39053403234,225967.62716885202,110339.06655835963,1213.943200603275,1213.943200603275,27131913.57122558,13752603.142706279,144.33174511078704,154.3789819882574
Ethiopia,ETH,54500000.0,Eastern Africa,0.18783519747038574,0.05723885813639869,0.8262729841143055,0.6372802072924436,0.0007550391439340811,0.0007550391439340811,0.4655045723728797,0.4655045723728797,10237018.262136023,3119517.7684337283,45031877.63422965,34731771.297438174,41149.63334440742,41149.63334440742,1212720756.11257,414294626.06804633,118.46425639369014,132.8072660012636
Finland,FIN,2900000.0,Northern Europe,0.2894408718508745,0.13092551503010288,0.34800104067992743,0.1668378887562004,0.0020700344263057157,0.0020700344263057157,0.01943785353518976,0.01943785353518976,839378.5283675361,379683.9935872984,1009203.0179717896,483829.87739298114,6003.099836286576,6003.099836286576,129467525.50429006,62296139.93866743,154.24212215206975,164.07365332967103
Fiji,FJI,388000.0,Melanesia,0.2739948725443717,0.11650491154760292,0.5566999999999999,0.37239461077728553,0.0017667783526266274,0.0017667783526266274,0.21939626596394093,0.21939626596394093,106310.01054721622,45203.905680469936,215999.59999999995,144489.1089815868,685.5100008191314,685.5100008191314,13300061.346035827,6467582.380710243,125.10638723085043,143.07574275610705
France,FRA,31700000.0,Western Europe,0.30640331534322013,0.14037618102972954,0.3701467074118042,0.17961432425110394,0.002626177410383877,0.002626177410383877,0.021651547808549255,0.021651547808549255,9712985.096380077,4449924.938642426,11733650.624954194,5693774.078759994,83249.8239091689,83249.8239091689,1421284822.9902794,693277710.3873034,146.3283232587247,155.79537182009344
Faroe Islands,FRO,32200.0,Northern Europe,0.2617676036950138,0.11284998516648478,0.3222849967757124,0.15204865952385516,,,0.014162176638538741,0.014162176638538741,8428.916838979443,3633.7695223608102,10377.576896177938,4895.966836668136,,,9764824.434714388,4478719.06960452,150.41697872337306,160.0297160914331
"Micronesia, Fed. Sts.",FSM,14500.0,Micronesia,0.2804211220242241,0.11641622146222201,0.43365618283993435,0.24102010210463695,,,0.05329773122665257,0.05329773122665257,4066.1062693512495,1688.0352112022192,6288.014651179048,3494.791480517236,,,842707.6178133311,352478.7012275106,125.72066748347942,130.10099569816904
Gabon,GAB,824000.0,Middle Africa,0.3806964719139781,0.11291000040051613,0.5964652484910125,0.25661611878225776,0.023751797822066982,0.023751797822066982,0.10750616036061185,0.10750616036061185,313693.8928571179,93037.8403300253,491487.36475659424,211451.6818765804,19571.481405383194,19571.481405383194,38440914.34420806,13188339.291174967,122.54275655190146,141.7524229323583
United Kingdom,GBR,35400000.0,Northern Europe,0.25187604775028555,0.10696079150533236,0.29940401169345676,0.132920873103946,0.0016756675588391404,0.0016756675588391404,0.00833403644140346,0.00833403644140346,8916412.090360109,3786412.0192887657,10598902.01394837,4705398.907879689,59318.63158290557,59318.63158290557,1382630304.5606441,616713371.0257806,155.0657697904588,162.87539968817845
Georgia,GEO,1830000.0,Western Asia,0.21276882930107244,0.09519467910589327,0.5597999999999999,0.4162491378224959,0.0022825354086184213,0.0022825354086184213,0.2985218758642044,0.2985218758642044,389366.9576209626,174206.26276378467,1024433.9999999998,761735.9222151674,4177.039797771711,4177.039797771711,53027941.15675678,25710344.11865726,136.19014176436087,147.5856476728351
Ghana,GHA,13900000.0,Western Africa,0.24833312632283905,0.07502917961437813,0.6838729878040671,0.46258331822809984,0.0017551162465360706,0.0017551162465360706,0.35900857683248494,0.35900857683248494,3451830.455887463,1042905.596639856,9505834.530476533,6429908.123370588,24396.11582685138,24396.11582685138,442256929.6236167,149651859.94755262,128.12243685645123,143.49511636500645
Gibraltar,GIB,27000.0,Southern Europe,0.23493180766447405,0.08507259655923881,0.28719999999999996,0.11261298200911858,,,0.01185372304139258,0.01185372304139258,6343.158806940799,2296.9601070994477,7754.399999999999,3040.5505142462016,,,23898823.468628336,9720518.93327241,131.77025931985688,148.00707017000258
Guinea,GIN,4530000.0,Western Africa,0.2767005678424011,0.058934925419643736,0.7077707794758886,0.4227975335625138,0.004082322446408544,0.004082322446408544,0.34879553615912406,0.34879553615912406,1253453.572326077,266975.21215098613,3206201.6310257753,1915272.8270381875,18492.920682230706,18492.920682230706,153189430.12681222,38207426.95927781,122.21388450992511,143.11226368712403
Gambia,GMB,783000.0,Western Africa,0.3748070697974995,0.1055198087231188,0.7033000000000001,0.34796977503374604,0.0014125901338127792,0.0014125901338127792,0.19304088885923537,0.19304088885923537,293473.9356514421,82622.01023020201,550683.9000000001,272460.3338514232,1106.058074775406,1106.058074775406,36612774.13732061,11572798.215067076,124.75647643477772,140.0691920085564
Guinea-Bissau,GNB,845000.0,Western Africa,0.19875258993416015,0.07788495941690689,0.7702773703130424,0.6111017221753925,0.004018428102012306,0.004018428102012306,0.3460530313890505,0.3460530313890505,167945.9384943653,65812.79070728632,650884.3779145209,516380.95523820666,3395.5717462003986,3395.5717462003986,21376896.968131233,9299584.92079884,127.2843937744195,141.30361014715726
