region,week,coverage_median,coverage_lower,coverage_upper,interval_percent
Australia and New Zealand,1,0.0,0.0,0.0,50.0
Australia and New Zealand,2,0.0013829954448856454,0.001200223444329847,0.0016093186912847519,50.0
Australia and New Zealand,3,0.009450201277665455,0.008207901098879904,0.010943666137403297,50.0
Australia and New Zealand,4,0.017575897060102347,0.015167380619686473,0.020402480772158553,50.0
Australia and New Zealand,5,0.021516861839788057,0.018515765105881675,0.02518646336176621,50.0
Australia and New Zealand,6,0.0255168019974269,0.021941675948338187,0.03007433782449994,50.0
Australia and New Zealand,7,0.029405574574583843,0.025182657209197917,0.03459828658024065,50.0
Australia and New Zealand,8,0.03323441001727467,0.028386681470982215,0.03929277799274271,50.0
Australia and New Zealand,9,0.03714557448709086,0.03163514041452806,0.04408951131330622,50.0
Australia and New Zealand,10,0.041064637869769195,0.034923917784148675,0.04889744398118541,50.0
Australia and New Zealand,11,0.04507486882208343,0.03826640271390333,0.05363879213595385,50.0
Australia and New Zealand,12,0.049267083605922635,0.0415959509710334,0.05850646842417262,50.0
Australia and New Zealand,13,0.053327540882930506,0.04498592147523231,0.06330132950186977,50.0
Australia and New Zealand,14,0.05738987658935968,0.04840417499380915,0.06817939927531756,50.0
Australia and New Zealand,15,0.059273686246028294,0.0501356886342694,0.07036027024738822,50.0
Australia and New Zealand,16,0.060970525604250175,0.05182547676026518,0.07247651383222416,50.0
Australia and New Zealand,17,0.06300122151121632,0.05346213429868467,0.07481541082639334,50.0
Australia and New Zealand,18,0.06487535755417506,0.0552046956081827,0.07681137539052924,50.0
Australia and New Zealand,19,0.0667768242437536,0.056820594162393157,0.07860472955898937,50.0
Australia and New Zealand,20,0.06861388304739385,0.058453357103246305,0.08093939672853909,50.0
Australia and New Zealand,21,0.07036408387923233,0.06027173589071753,0.08311545259037029,50.0
Australia and New Zealand,22,0.07214216327979961,0.061834409971480195,0.08535194472469257,50.0
Australia and New Zealand,23,0.07415946016533798,0.06340507300059305,0.087438283858229,50.0
Australia and New Zealand,24,0.075997411263242,0.06487732373620919,0.08961104949514838,50.0
Australia and New Zealand,25,0.07790111747486278,0.06642956930436784,0.09167243479505069,50.0
Australia and New Zealand,26,0.07970374212160752,0.06807903313121164,0.09375699143191418,50.0
Caribbean,1,0.0,0.0,0.0,50.0
Caribbean,2,0.00015373503722884658,0.00013341793465721825,0.0001788933360790623,50.0
Caribbean,3,0.0010023168013595647,0.0008718615277859325,0.0011663839796778616,50.0
Caribbean,4,0.0018565990912015043,0.0016152254360791523,0.002157351107955772,50.0
Caribbean,5,0.0022481961664186515,0.0019462912577264014,0.002622375742615139,50.0
Caribbean,6,0.0026475074119942953,0.002285104661081259,0.0030965593599269936,50.0
Caribbean,7,0.0030339843728677094,0.002607402319349355,0.003556622301085235,50.0
Caribbean,8,0.003422652908508496,0.002932670210483113,0.004030034062809506,50.0
Caribbean,9,0.0038076386144390807,0.0032637923267021295,0.004489010470290582,50.0
Caribbean,10,0.004202333889437256,0.003593639767472495,0.004957845588339153,50.0
Caribbean,11,0.0046015972744150304,0.003927108384802803,0.005431488484856532,50.0
Caribbean,12,0.005002467761990233,0.004264650671137456,0.005903855713800475,50.0
Caribbean,13,0.005410822721880343,0.00460650738519023,0.0064032768574834205,50.0
Caribbean,14,0.00582681825909866,0.004951521848508868,0.006899095452410377,50.0
Caribbean,15,0.006029352410418458,0.005133601755169372,0.007104616495260667,50.0
Caribbean,16,0.006238463164323095,0.005317019716736526,0.007354561934265733,50.0
Caribbean,17,0.006436472468484833,0.005516660410671582,0.007598045476363164,50.0
Caribbean,18,0.006646113926619249,0.0056900213058522315,0.007850267373990819,50.0
Caribbean,19,0.006852886462165324,0.005853948123830589,0.008074624323945052,50.0
Caribbean,20,0.007066845785956984,0.006026028371768137,0.008314436350559567,50.0
Caribbean,21,0.007268393970000375,0.006207595775668493,0.008544230525215732,50.0
Caribbean,22,0.007471941757549427,0.0064039650453997995,0.008767122968555311,50.0
Caribbean,23,0.007672396312300687,0.0065972574098650235,0.008998356542613252,50.0
Caribbean,24,0.007887843401023737,0.006790751261774756,0.009237935527501177,50.0
Caribbean,25,0.008088989372712296,0.0069727532532452615,0.009456377066076077,50.0
Caribbean,26,0.008294083219016944,0.007146003216333082,0.009692098415035561,50.0
Central America,1,0.0,0.0,0.0,50.0
Central America,2,0.0009752019380022924,0.0008463225481144185,0.0011347909441118739,50.0
Central America,3,0.00591807727991045,0.005141269048301436,0.006870833177663553,50.0
Central America,4,0.010868584047077854,0.009456611332732418,0.012679520560367627,50.0
Central America,5,0.012897030021695038,0.011236254254628458,0.014984000200710959,50.0
Central America,6,0.01498117901983149,0.013030061896557883,0.017312858159449575,50.0
Central America,7,0.016971815738084574,0.014677453358893911,0.019690367811299698,50.0
Central America,8,0.018922037941181982,0.016386008180344903,0.022075289171906223,50.0
Central America,9,0.020938172367827454,0.018095405323899607,0.02443192134767521,50.0
Central America,10,0.023004273791124956,0.01985440392308151,0.026841145070835355,50.0
Central America,11,0.025091783122443555,0.02164223644604751,0.029308577150331725,50.0
Central America,12,0.02718829668769905,0.023388782378618418,0.03181864605937684,50.0
Central America,13,0.02932912797124869,0.02516937198212821,0.03434305666714024,50.0
Central America,14,0.03148301037253736,0.02699058944692882,0.0369001882758423,50.0
Central America,15,0.032784497293496306,0.02821680458634262,0.03836196083930479,50.0
Central America,16,0.034057172513244305,0.0293864582872978,0.03978286773358289,50.0
Central America,17,0.035349742289712605,0.030508510739269853,0.04131644445462339,50.0
Central America,18,0.03670632712080379,0.03169517290582831,0.042915347752657804,50.0
Central America,19,0.038020062742893795,0.03283724897254297,0.04438683154058459,50.0
Central America,20,0.039364950887342466,0.03398509623503039,0.0457861589742741,50.0
Central America,21,0.04065585801792794,0.03511725398615557,0.04714551232454252,50.0
Central America,22,0.04191802464620286,0.03630500421724139,0.04865099172162558,50.0
Central America,23,0.04320964543848983,0.037479168725086616,0.05017300441261652,50.0
Central America,24,0.04449479781999725,0.038602613050742245,0.05177549031004226,50.0
Central America,25,0.04582039198857548,0.039786165195259335,0.05331515819006516,50.0
Central America,26,0.04713659530469767,0.04090040162192258,0.054831939253395856,50.0
Central Asia,1,0.0,0.0,0.0,50.0
Central Asia,2,0.0013819562741628334,0.001199321606895174,0.001608109463247276,50.0
Central Asia,3,0.008511437750031655,0.0073937575849246555,0.009927910080265659,50.0
Central Asia,4,0.015638203605014524,0.013627720930696481,0.018235103318969565,50.0
Central Asia,5,0.018654721861051937,0.01627217637367885,0.02166425202270188,50.0
Central Asia,6,0.02177037044763703,0.018875219996610116,0.025244305367733453,50.0
Central Asia,7,0.024632263786302976,0.021340999063168827,0.028711116413136485,50.0
Central Asia,8,0.027586246415044858,0.0238387277374768,0.0321780127058615,50.0
Central Asia,9,0.030607897144853506,0.026389550411181475,0.03573604871924263,50.0
Central Asia,10,0.033666666601494075,0.02891942785502901,0.03937185431867257,50.0
Central Asia,11,0.036746992632040745,0.0315350966580063,0.043037610102055306,50.0
Central Asia,12,0.03985457441669116,0.03413007667801622,0.046782690050837974,50.0
Central Asia,13,0.042961867798941025,0.03677217557410657,0.05049810811333024,50.0
Central Asia,14,0.04614021271538965,0.039451679707116,0.054278541762209656,50.0
Central Asia,15,0.04801529911570396,0.04108896609211167,0.056340980304985605,50.0
Central Asia,16,0.04982954235201399,0.04279042684042286,0.05838804668056524,50.0
Central Asia,17,0.051712277552678904,0.04453078357162527,0.06045793311706314,50.0
Central Asia,18,0.05352095964784761,0.046163384324428375,0.06248104433996245,50.0
Central Asia,19,0.05535387629007824,0.047754947797440085,0.06470068021379502,50.0
Central Asia,20,0.05726726854099381,0.049451036472168156,0.0669332676506674,50.0
Central Asia,21,0.05910656461323058,0.05108196526066984,0.06904804334891548,50.0
Central Asia,22,0.06102478832488841,0.05270288480577981,0.0710702318504636,50.0
Central Asia,23,0.062876398775524,0.05433156926871591,0.0729563027590798,50.0
Central Asia,24,0.06469611293305533,0.055924346777336716,0.07498198318882521,50.0
Central Asia,25,0.06646199708533362,0.05761440088285591,0.07718521037475726,50.0
Central Asia,26,0.06839085743112419,0.059216443400017645,0.07939683079333743,50.0
Eastern Africa,1,0.0,0.0,0.0,50.0
Eastern Africa,2,2.8430733113469095e-05,2.4673423581009717e-05,3.308334121824774e-05,50.0
Eastern Africa,3,0.00016635306312702197,0.0001448115094869552,0.00019279344944125198,50.0
Eastern Africa,4,0.0003047463107740194,0.0002648676497167251,0.0003537516769414021,50.0
Eastern Africa,5,0.0003582772385990583,0.0003123295607577501,0.0004175518091484254,50.0
Eastern Africa,6,0.00041237782935900737,0.00035984755021298666,0.00047891513219816225,50.0
Eastern Africa,7,0.0004640891674005301,0.0004045015835502288,0.0005374641925028135,50.0
Eastern Africa,8,0.0005166189459450288,0.00044978888763109537,0.0005995069681317993,50.0
Eastern Africa,9,0.0005694935704359095,0.000495057227769506,0.0006589749449722723,50.0
Eastern Africa,10,0.000623808438774783,0.0005401138226280976,0.0007223539488001108,50.0
Eastern Africa,11,0.0006782754221680432,0.0005864645326013058,0.000787120361529471,50.0
Eastern Africa,12,0.0007339026545985512,0.0006338393253499114,0.0008527572416096937,50.0
Eastern Africa,13,0.0007891885320042228,0.0006826375072130369,0.0009201657998249629,50.0
Eastern Africa,14,0.0008464538985156314,0.0007312314076057537,0.0009874717472276875,50.0
Eastern Africa,15,0.0008849549467731637,0.0007637077232591578,0.0010281661697354339,50.0
Eastern Africa,16,0.000922762637074975,0.0007988300570459236,0.001070539054678154,50.0
Eastern Africa,17,0.000958050794296312,0.000832959991748705,0.0011122130105102723,50.0
Eastern Africa,18,0.0009980046507020398,0.0008664968586562102,0.0011609236403389846,50.0
Eastern Africa,19,0.0010354657191643838,0.0009007619747265747,0.0012043642219084607,50.0
Eastern Africa,20,0.0010742374332580941,0.0009320383802813123,0.0012499731415786318,50.0
Eastern Africa,21,0.0011127102778515506,0.0009639835215504487,0.0012929934718822202,50.0
Eastern Africa,22,0.0011525524001824569,0.0009984451883427057,0.0013409313647066922,50.0
Eastern Africa,23,0.001191334337167546,0.0010329596544143402,0.001386636158438265,50.0
Eastern Africa,24,0.0012289845370132423,0.0010670406599678412,0.0014326181375349967,50.0
Eastern Africa,25,0.001266412995346994,0.0011004250445202446,0.0014778061750621578,50.0
Eastern Africa,26,0.0013052560495269983,0.001133613176192344,0.0015223342912004012,50.0
Eastern Asia,1,0.0,0.0,0.0,50.0
Eastern Asia,2,0.002000534226686638,0.0017361503893110225,0.002327915927321006,50.0
Eastern Asia,3,0.01262488605198503,0.010989384168708205,0.014730923110127173,50.0
Eastern Asia,4,0.023316825677472924,0.020251635832412202,0.027089898621857025,50.0
Eastern Asia,5,0.02799250757946809,0.02427945249625456,0.032418602147074545,50.0
Eastern Asia,6,0.03273404097780928,0.028323212876841853,0.03813190599462746,50.0
Eastern Asia,7,0.03729593046412587,0.032201941250850616,0.04348041467776284,50.0
Eastern Asia,8,0.041916283088895195,0.036051068133909035,0.049059919623026096,50.0
Eastern Asia,9,0.046581370509237295,0.040005272927976065,0.0546653263639076,50.0
Eastern Asia,10,0.051239139670984465,0.043944538254734294,0.06035194672116827,50.0
Eastern Asia,11,0.05611969660227886,0.047972939664423654,0.06610178009819763,50.0
Eastern Asia,12,0.06083753581726367,0.05208968769685343,0.07174011030092674,50.0
Eastern Asia,13,0.06561873032133886,0.056290386925744534,0.07749532143534685,50.0
Eastern Asia,14,0.07054205839565193,0.06049466194749263,0.08321470402833779,50.0
Eastern Asia,15,0.07327529237097771,0.0626981469576994,0.08656784377332684,50.0
Eastern Asia,16,0.0759554027815133,0.06489667243319355,0.08952000121475215,50.0
Eastern Asia,17,0.07871222146278326,0.06722586921187806,0.09254786587601363,50.0
Eastern Asia,18,0.0813681266955395,0.06965443578560813,0.09549571160024857,50.0
Eastern Asia,19,0.08397790178389383,0.07218944387202386,0.09845801528129047,50.0
Eastern Asia,20,0.08674567991905921,0.07465145396945544,0.1014990110505288,50.0
