Country Name,Country Code,Labour Force (2024),Region,%ECW ILO,%ECW Poll,%Critical Workers,%Vital Workers,%Armed Forces (ECW ILO),%Armed Forces (Critical),ECW ILO,ECW Poll,Critical Workers,Vital Workers,Armed Forces (ECW ILO),Armed Forces (Critical)
Saint-Martin,MAF,,Caribbean,0.1788193580665751,0.11797794981775042,0.7571440188840576,0.6647373316068305,,,,,,,,
Morocco,MAR,12500000.0,Northern Africa,0.225224723240718,0.10148995644665033,0.4753084309031849,0.27670269065772274,,,2815309.040508975,1268624.455583129,5941355.386289812,3458783.633221534,,
Monaco,MCO,78364.0,Western Europe,0.18869289336722966,0.05917547567553361,0.3172035822338537,0.12288107335826012,,,14786.729895829585,4637.226975837516,24857.34151817371,9629.452432646696,,
Moldova,MDA,1360000.0,Eastern Europe,0.19389088119558537,0.09035042891389235,0.5138905235695364,0.3591961912191031,,,263691.5984259961,122876.5833228936,698891.1120545694,488506.82005798025,,
Madagascar,MDG,16500000.0,Eastern Africa,0.1788193580665751,0.11797794981775042,0.7571440188840576,0.6647373316068305,0.0007194904678203184,0.0007194904678203184,2950519.408098489,1946636.171992882,12492876.31158695,10968165.971512703,11871.592719035254,11871.592719035254
Maldives,MDV,270000.0,Southern Asia,0.15558994472500337,0.060832664400942066,0.4228552942091751,0.28257302834008513,0.005116049894971604,0.005116049894971604,42009.28507575091,16424.819388254356,114170.92943647728,76294.71765182298,1381.333471642333,1381.333471642333
Mexico,MEX,61000000.0,Central America,0.24816430818311866,0.07181189133481626,0.4754807939929704,0.21251913635724215,0.0005475013556775773,0.0005475013556775773,15138022.799170239,4380525.371423792,29004328.433571193,12963667.317791771,33397.58269633221,33397.58269633221
Marshall Islands,MHL,13860.0,Micronesia,0.2064262068979088,0.08738290113748153,0.4208660792951542,0.23980418521330676,0.004453344012815379,0.004453344012815379,2861.067227605016,1211.127009765494,5833.203859030837,3323.6860070564317,61.72334801762115,61.72334801762115
North Macedonia,MKD,779000.0,Southern Europe,0.21705799770562967,0.0897367067570105,0.40237066922184683,0.21205444801153717,0.004527279669747772,0.004527279669747772,169088.18021268552,69904.89456371118,313446.7513238187,165190.41500098744,3526.7508627335146,3526.7508627335146
Mali,MLI,9130000.0,Western Africa,0.24000108792917876,0.12139523277045279,0.7776703257050324,0.6210932678078949,0.0007238840172324238,0.0007238840172324238,2191209.932793402,1108338.475194234,7100130.073686945,5670581.53508608,6609.061077332029,6609.061077332029
Malta,MLT,318000.0,Southern Europe,0.2025128443760762,0.07200218673481253,0.34875062927892814,0.15938809674452062,,,64399.08451159223,22896.695381670383,110902.70011069915,50685.41476475756,,
Myanmar,MMR,22700000.0,South-eastern Asia,0.2913385063964983,0.13550477407779174,0.6975397704690575,0.47145714900309355,0.00023030581154941893,0.00023030581154941893,6613384.095200511,3075958.3715658723,15834152.789647605,10702077.282370223,5227.94192217181,5227.94192217181
Montenegro,MNE,245000.0,Southern Europe,0.22589219169662003,0.08131946444368489,0.40917986531841344,0.20411975520013922,0.001812523806443731,0.001812523806443731,55343.58696567191,19923.268788702797,100249.0670030113,50009.34002403411,444.0683325787141,444.0683325787141
Mongolia,MNG,1450000.0,Eastern Asia,0.22826465827475456,0.12364599296911151,0.5235659912543082,0.3625322051908895,0.0021703284189429255,0.0021703284189429255,330983.7544983941,179286.6898052117,759170.6873187469,525671.6975267899,3146.976207467242,3146.976207467242
Northern Mariana Islands,MNP,23002.0,Micronesia,0.18952477359336575,0.07427614366857584,0.4554712930595424,0.27759779050945155,,,4359.448842194599,1708.4998566645813,10476.750682955595,6385.304377298405,,
Mozambique,MOZ,15200000.0,Eastern Africa,0.09981769014538448,0.02720913445712453,0.7993590126554769,0.6981204786302798,0.0005035785088555537,0.0005035785088555537,1517228.890209844,413578.8437482928,12150256.99236325,10611431.275180254,7654.393334604416,7654.393334604416
Mauritania,MRT,1210000.0,Western Africa,0.2792993859283398,0.0819042829942353,0.6082089110098626,0.3354773926231176,,,337952.25697329117,99104.18242302471,735932.7823219338,405927.6450739723,,
Mauritius,MUS,595000.0,Eastern Africa,0.2097781757370597,0.07507595440177592,0.3928817558076716,0.17987979194327577,0.0,0.0,124818.01456355052,44670.19286905667,233764.6447055646,107028.47620624909,0.0,0.0
Malawi,MWI,8600000.0,Eastern Africa,0.16741387071783195,0.08951231531993283,0.7390007217988787,0.6234395849297405,,,1439759.2881733547,769805.9117514223,6355406.2074703565,5361580.430395768,,
Malaysia,MYS,18300000.0,South-eastern Asia,0.2630820047544236,0.10691272242894312,0.5840421811717001,0.35949608792536253,,,4814400.687005952,1956502.8204496591,10687971.915442113,6578778.409034134,,
Namibia,NAM,1130000.0,Southern Africa,0.18959789756092169,0.08547495755752413,0.4369084434740257,0.2638543147319709,0.008284904636978493,0.008284904636978493,214245.6242438415,96586.70204000226,493706.541125649,298155.3756471271,9361.942239785698,9361.942239785698
New Caledonia,NCL,131000.0,Melanesia,0.19278808840522443,0.0792547380391027,0.5547869765691164,0.38797545228052294,,,25255.2395810844,10382.370683122454,72677.09393055424,50824.7842487485,,
Niger,NER,10500000.0,Western Africa,0.2792993859283398,0.0819042829942353,0.6082089110098626,0.3354773926231176,0.0017281958521605976,0.0017281958521605976,2932643.552247568,859994.9714394707,6386193.565603558,3522512.6225427347,18146.056447686275,18146.056447686275
Nigeria,NGA,113000000.0,Western Africa,0.08084520213547523,0.032449494779228455,0.46669493588410405,0.3901573878270969,0.00208369048677556,0.00208369048677556,9135507.841308702,3666792.9100528155,52736527.754903756,44087784.82446195,235457.02500563828,235457.02500563828
Nicaragua,NIC,3220000.0,Central America,0.277458920593942,0.0891563443464809,0.5697602637191305,0.29706582682301946,,,893417.7243124932,287083.4287956685,1834628.0491756,956551.9623701227,,
Netherlands,NLD,10300000.0,Western Europe,0.18585654596314938,0.06993439772645818,0.2896668677796554,0.12543253956334685,0.0011183844250253231,0.0011183844250253231,1914322.4234204385,720324.2965825193,2983568.7381304507,1291955.1575024726,11519.359577760828,11519.359577760828
Norway,NOR,3040000.0,Northern Europe,0.21349459538158896,0.0866605503157476,0.32839238909861024,0.14935104452941697,0.0013795497961730046,0.0013795497961730046,649023.5699600305,263448.0729598727,998312.8628597751,454027.1753694276,4193.831380365934,4193.831380365934
Nepal,NPL,8440000.0,Southern Asia,0.26898308231817936,0.0885857106885286,0.5690117702610505,0.31013031616126274,0.0010104553497235604,0.0010104553497235604,2270217.2147654337,747663.3982111813,4802459.341003266,2617499.8684010576,8528.24315166685,8528.24315166685
Nauru,NRU,8000.0,Polynesia,0.09874769556259484,0.06033935440086423,0.18266928780049427,0.11617531662291335,0.0,0.0,789.9815645007587,482.71483520691385,1461.354302403954,929.4025329833067,0.0,0.0
New Zealand,NZL,3120000.0,Australia and New Zealand,0.1930889269622391,0.07614824531898746,0.3189302845797494,0.1488313831379022,,,602437.452122186,237582.5253952409,995062.4878888183,464353.9153902549,,
Oman,OMN,2700000.0,Western Asia,0.16864565464668235,0.0588441947540936,0.33506856366192467,0.14575047379265446,,,455343.26754604233,158879.32583605274,904685.1218871966,393526.27924016706,,
Pakistan,PAK,83600000.0,Southern Asia,0.2594242536043772,0.13969364381247537,0.6193484827954322,0.4398528531848539,0.0014300677423046708,0.0014300677423046708,21687867.601325933,11678388.62272294,51777533.16169813,36771698.52625378,119553.66325667048,119553.66325667048
Panama,PAN,2210000.0,Central America,0.19619718321011012,0.09867758205370561,0.5055913188455071,0.3337821841782038,0.0,0.0,433595.77489434334,218077.4563386894,1117356.8146485707,737658.6270338305,0.0,0.0
Peru,PER,18900000.0,South America,0.26608754029094606,0.09159955967037468,0.5821640881928191,0.31485686055353823,0.0028325547475367393,0.0028325547475367393,5029054.511498881,1731231.6777700814,11002901.26684428,5950794.664461873,53535.28472844437,53535.28472844437
Philippines,PHL,51000000.0,South-eastern Asia,0.25972541388339654,0.09891564605809233,0.5602304985086453,0.32514203852689666,0.0007745968804595014,0.0007745968804595014,13245996.108053224,5044697.948962709,28571755.42394091,16582243.964871729,39504.44090343457,39504.44090343457
Palau,PLW,8000.0,Micronesia,0.1862614587815071,0.069297549298049,0.3561556095499684,0.1672201287383801,0.0,0.0,1490.0916702520567,554.380394384392,2849.244876399747,1337.761029907041,0.0,0.0
Papua New Guinea,PNG,3660000.0,Melanesia,0.2814957943242202,0.10378657681221659,0.696883799466598,0.44782324945914337,0.0006470206135348975,0.0006470206135348975,1030274.607226646,379858.8711327127,2550594.7060477487,1639033.0930204648,2368.0954455377246,2368.0954455377246
Poland,POL,18200000.0,Eastern Europe,0.17804281829574073,0.0788987642814871,0.33341885308901104,0.18458642896665536,0.003520322382365434,0.003520322382365434,3240379.2929824814,1435957.509923065,6068223.126220001,3359473.0071931276,64069.86735905089,64069.86735905089
Puerto Rico,PRI,1150000.0,Caribbean,0.18155263781265632,0.07251373788995244,0.3878048882172154,0.20632533302820003,,,208785.53348455476,83390.79857344531,445975.62144979776,237274.13298243002,,
North Korea,PRK,17600000.0,Eastern Asia,0.2477761791817388,0.11714875104161927,0.6744145337828162,0.48761310438702016,,,4360860.7535986025,2061818.0183324993,11869695.794577565,8581990.637211556,,
Portugal,PRT,5460000.0,Southern Europe,0.20215221446520296,0.07641225991394272,0.36472593976571416,0.17631914861471865,0.0017518678810753943,0.0017518678810753943,1103751.0909800082,417210.93913012726,1991403.6311207993,962702.5514363638,9565.198630671654,9565.198630671654
Paraguay,PRY,3500000.0,South America,0.2611947922031321,0.09735882447785871,0.5318087585076736,0.2861374784413477,,,914181.7727109622,340755.8856725055,1861330.6547768577,1001481.1745447168,,
Palestine,PSE,,Western Asia,0.24101511180592153,0.07674264423897857,0.44578811967301213,0.20297461259480112,0.020723291666727678,0.020723291666727678,,,,,,
French Polynesia,PYF,119000.0,Polynesia,0.19278808840522443,0.0792547380391027,0.5547869765691164,0.38797545228052294,,,22941.782520221706,9431.31382665322,66019.65021172485,46169.07882138223,,
Qatar,QAT,2120000.0,Western Asia,0.16864565464668235,0.0588441947540936,0.33506856366192467,0.14575047379265446,,,357528.78785096656,124749.69287867844,710345.3549632803,308991.00444042747,,
Romania,ROU,8260000.0,Eastern Europe,0.2233996532407479,0.10081550644194327,0.5137935870660304,0.3239697998527077,0.002469555428570538,0.002469555428570538,1845281.1357685777,832736.0832104514,4243935.029165411,2675990.5467833653,20398.527839992643,20398.527839992643
Russia,RUS,72500000.0,Eastern Europe,0.19324979403408826,0.08765502444765481,0.36309728431560273,0.197718527277739,0.0,0.0,14010610.0674714,6354989.272454974,26324553.1128812,14334593.227636078,0.0,0.0
Rwanda,RWA,5670000.0,Eastern Africa,0.23447926838235275,0.07886555735296594,0.7454613562625271,0.5055541848231894,0.0023713221295027266,0.0023713221295027266,1329497.45172794,447167.71019131684,4226765.890008529,2866492.227947484,13445.39647428046,13445.39647428046
Saudi Arabia,SAU,17200000.0,Western Asia,0.16864565464668235,0.0588441947540936,0.33506856366192467,0.14575047379265446,,,2900705.2599229366,1012120.1497704099,5763179.294985104,2506908.149233657,,
Sudan,SDN,13060000.0,Northern Africa,0.23189102409363607,0.07554619400882506,0.6246430181202116,0.3995191688768233,0.01181727393784675,0.01181727393784675,3028496.774662887,986633.2937552553,8157837.816649964,5217720.345531313,154333.59762827854,154333.59762827854
Senegal,SEN,5760000.0,Western Africa,0.3141684824377172,0.09991995928104029,0.6606757144222857,0.363741389350521,0.000886539389385726,0.000886539389385726,1809610.4588412512,575538.965458792,3805492.1150723654,2095150.402659001,5106.466882861781,5106.466882861781
Singapore,SGP,3720000.0,South-eastern Asia,0.0300128256286403,0.01113816755580349,0.05090509592556456,0.022625351710497725,0.0,0.0,111647.7113385419,41433.98330758898,189366.95684310017,84166.30836305153,0.0,0.0
Solomon Islands,SLB,436000.0,Melanesia,0.21881817311135768,0.09388162368823834,0.5888064403267256,0.4061972299145698,,,95404.72347655195,40932.38792807192,256719.60798245235,177101.99224275243,,
Sierra Leone,SLE,2860000.0,Western Africa,0.28488630947597066,0.0921529654793884,0.7503795336812766,0.48200809412803836,0.0020850138076132733,0.0020850138076132733,814774.8451012761,263557.4812710508,2146085.466328451,1378543.1492061897,5963.139489773962,5963.139489773962
El Salvador,SLV,2890000.0,Central America,0.2956189257929147,0.09051667030265932,0.5493488295381272,0.25488472799630585,0.002086537482607663,0.002086537482607663,854338.6955415235,261593.17717468544,1587618.1173651877,736616.8639093239,6030.093324736145,6030.093324736145
San Marino,SMR,15554.0,Southern Europe,0.1886928933672297,0.05917547567553361,0.3172035822338537,0.12288107335826011,,,2934.929263433891,920.4153486572499,4933.78451806536,1911.2922150143777,,
Somalia,SOM,3440000.0,Eastern Africa,0.17514228191559797,0.07090672304804518,0.4288968792794462,0.21780780983426298,0.009212866590812803,0.009212866590812803,602489.449789657,243919.12728527543,1475405.2647212949,749258.8658298646,31692.261072396042,31692.261072396042
Serbia,SRB,3230000.0,Southern Europe,0.1976050622151877,0.09616306858679319,0.4401028435988393,0.29020365747847443,0.0020985488552079977,0.0020985488552079977,638264.3509550563,310606.711535342,1421532.1848242509,937357.8136554724,6778.312802321832,6778.312802321832
South Sudan,SSD,5303000.0,Eastern Africa,0.2366789576183086,0.07717874818127021,0.5511772516181153,0.30692782773578364,,,1255108.5122498905,409278.9016052759,2922892.9653308652,1627638.2704828607,,
Sao Tome and Principe,STP,34500.0,Middle Africa,0.28803470632645,0.09041125544419157,0.5351752552837805,0.24117741772935664,0.0024317264307765376,0.0024317264307765376,9937.197368262525,3119.188312824609,18463.546307290428,8320.620911662803,83.89456186179055,83.89456186179055
Suriname,SUR,255000.0,South America,0.21672243539518649,0.08721015239675677,0.42979760229016084,0.22638191530118643,0.0034542205070618565,0.0034542205070618565,55264.22102577255,22238.588861172975,109598.388583991,57727.38840180254,880.8262293007734,880.8262293007734
Slovakia,SVK,2780000.0,Eastern Europe,0.19668289427394273,0.08230963011479162,0.3352312642335407,0.1635564630562627,0.0021884488228751543,0.0021884488228751543,546778.4460815608,228820.7717191207,931942.9145692432,454686.9672964103,6083.887727592929,6083.887727592929
Slovenia,SVN,1060000.0,Southern Europe,0.18268235123207402,0.07721461049214334,0.32920813737827037,0.1667525254495652,0.0029266665655937785,0.0029266665655937785,193643.29230599848,81847.48712167195,348960.6256209666,176757.6769765391,3102.266559529405,3102.266559529405
Sweden,SWE,5700000.0,Northern Europe,0.18402684732487928,0.07880389013043343,0.29255271274491307,0.14034441719362817,0.0013583918649419638,0.0013583918649419638,1048953.0297518119,449182.1737434706,1667550.4626460045,799963.1780036805,7742.833630169193,7742.833630169193
Eswatini,SWZ,391000.0,Southern Africa,0.263521080506311,0.09220020616707153,0.5715759141299551,0.31549205632600735,0.0016207614369324996,0.0016207614369324996,103036.74247796761,36050.28061132497,223486.18242481246,123357.39402346888,633.7177218406074,633.7177218406074
Sint Maarten,SXM,23200.0,Caribbean,0.1972239239541309,0.09758125069757116,0.5329587258247886,0.38144856734448135,,,4575.595035735837,2263.885016183651,12364.642439135097,8849.606762391968,,
Seychelles,SYC,100000.0,Eastern Africa,0.21891630723560399,0.09125259894320942,0.40387306281793434,0.2025973129879565,0.0028628889151780437,0.0028628889151780437,21891.6307235604,9125.259894320941,40387.30628179343,20259.73129879565,286.28889151780436,286.28889151780436
Syria,SYR,6620000.0,Western Asia,0.23923768719802743,0.08914073750492559,0.4462238377550218,0.21141640196336212,,,1583753.4892509417,590111.6822826074,2954001.8059382443,1399576.5809974573,,
Turks and Caicos Islands,TCA,,Caribbean,0.2064262068979088,0.08738290113748153,0.4208660792951542,0.23980418521330676,,,,,,,,
Chad,TCD,6600000.0,Middle Africa,0.26509257649166273,0.08032910472324693,0.5891983578792802,0.3259608709940063,,,1749611.004844974,530172.0911734297,3888709.1620032494,2151341.7485604417,,
Togo,TGO,3340000.0,Western Africa,0.3148679459563282,0.09295600621855257,0.7281133279491921,0.43345452952154256,0.0012816118894204004,0.0012816118894204004,1051658.9394941363,310473.0607699656,2431898.5153503018,1447738.1286019522,4280.5837106641375,4280.5837106641375
Thailand,THA,40600000.0,South-eastern Asia,0.26966602406088397,0.12245884955724816,0.5809832994266897,0.3679053754710697,0.0006640848680504757,0.0006640848680504757,10948440.576871889,4971829.292024275,23587921.9567236,14936958.244125431,26961.845642849312,26961.845642849312
Tajikistan,TJK,2780000.0,Central Asia,0.2005383916054909,0.07784866038285274,0.5077094681664397,0.2893587767877344,0.0012961328214093966,0.0012961328214093966,557496.7286632647,216419.27586433062,1411432.3215027023,804417.3994699017,3603.2492435181225,3603.2492435181225
Turkmenistan,TKM,2440000.0,Central Asia,0.17421437395524356,0.0874180528315187,0.5892143457187867,0.462469124438215,,,425083.0724507943,213300.04890890562,1437683.0035538396,1128424.6636292445,,
Timor-Leste,TLS,616000.0,South-eastern Asia,0.20258835265773323,0.09136926811398001,0.6760733176484633,0.5224250714302502,0.0030381560163746063,0.0030381560163746063,124794.42523716367,56283.46915821169,416461.1636714534,321813.8440010341,1871.5041060867575,1871.5041060867575
Tonga,TON,34800.0,Polynesia,0.174302280131929,0.06366878456026286,0.4433660665740349,0.283994206546718,0.00354014378058358,0.00354014378058358,6065.719348591129,2215.6737026971473,15429.139116776414,9882.998387825786,123.19700356430859,123.19700356430859
Trinidad and Tobago,TTO,650000.0,Caribbean,0.1545891537842408,0.05188834332297843,0.3052468345780504,0.1334087258282414,0.003110495239973497,0.003110495239973497,100482.94995975652,33727.42315993598,198410.44247573277,86715.6717883569,2021.821905982773,2021.821905982773
Tunisia,TUN,4250000.0,Northern Africa,0.22014597492927301,0.10137870349721445,0.46507412784650753,0.27251183378451704,0.0,0.0,935620.3934494103,430859.4898631614,1976565.043347657,1158175.2935841975,0.0,0.0
Türkiye,TUR,36100000.0,Western Asia,0.23213206059356825,0.09934563778846793,0.4672712515674655,0.26665895889586205,0.0,0.0,8379967.387427814,3586377.5241636923,16868492.181585506,9626388.41614062,0.0,0.0
Tuvalu,TUV,9646.0,Polynesia,0.14655841596206476,0.06797623385174363,0.2966424940698068,0.16986812796967532,0.0,0.0,1413.7024803700767,655.698751733919,2861.4134977973563,1638.5479623954882,0.0,0.0
Tanzania,TZA,33000000.0,Eastern Africa,0.25321394137218295,0.19803948195692003,0.711911925310183,0.6180045740831132,0.0006886806006631563,0.0006886806006631563,8356060.0652820375,6535302.904578361,23493093.53523604,20394150.944742735,22726.459821884157,22726.459821884157
Uganda,UGA,22800000.0,Eastern Africa,0.16624614565089918,0.06738357046927393,0.7888944848840906,0.6533914804094634,0.0010003129177720766,0.0010003129177720766,3790412.1208405015,1536345.4066994456,17986794.255357265,14897325.753335765,22807.134525203346,22807.134525203346
Ukraine,UKR,25040604.0,Eastern Europe,0.1879769151125442,0.07844765604794057,0.399687587413512,0.23412507848755343,0.0,0.0,4707055.492474834,1964376.689824685,10008418.600137139,5862633.376875744,0.0,0.0
Uruguay,URY,1770000.0,South America,0.232700489032807,0.08161517848115776,0.43271588520623694,0.20451954839096093,0.00249321445097484,0.00249321445097484,411879.8655880684,144458.86591164925,765907.1168150394,361999.60065200087,4412.989578225467,4412.989578225467
United States,USA,174000000.0,Northern America,0.18931258219764338,0.07795968330816772,0.30895534445856676,0.144290904802498,0.0,0.0,32940389.30238995,13564984.895621182,53758229.93579061,25106617.435634654,0.0,0.0
Uzbekistan,UZB,14000000.0,Central Asia,0.19521435979060606,0.09303081525171464,0.5655919499063718,0.4088045441697324,,,2733001.037068485,1302431.4135240049,7918287.298689206,5723263.618376253,,
St. Vincent and the Grenadines,VCT,52100.0,Caribbean,0.1788193580665751,0.11797794981775042,0.7571440188840576,0.6647373316068305,,,9316.488555268563,6146.651185504797,39447.2033838594,34632.81497671587,,
Venezuela,VEN,11100000.0,South America,0.25073559502753645,0.0921160268326166,0.557084973582084,0.3153163254193372,,,2783165.1048056544,1022487.8978420444,6183643.206761132,3500011.2121546427,,
British Virgin Islands,VGB,22000.0,Caribbean,0.2064262068979088,0.08738290113748153,0.4208660792951542,0.23980418521330674,,,4541.376551753994,1922.4238250245935,9259.053744493393,5275.692074692748,,
United States Virgin Islands,VIR,47200.0,Caribbean,0.2064262068979088,0.08738290113748153,0.4208660792951542,0.23980418521330674,,,9743.316965581296,4124.472933689128,19864.878942731277,11318.757542068079,,
Vietnam,VNM,57100000.0,South-eastern Asia,0.23215466801080714,0.09171613191156464,0.5684381666839956,0.3624191943395947,0.00209072930785124,0.00209072930785124,13256031.543417089,5236991.132150341,32457819.31765615,20694135.996790856,119380.6434783058,119380.6434783058
Vanuatu,VUT,118000.0,Melanesia,0.18825791792985935,0.08741826153416928,0.585360345986999,0.436063981618811,0.003507337719703063,0.003507337719703063,22214.434315723403,10315.354861031974,69072.52082646589,51455.5498310197,413.8658509249614,413.8658509249614
Samoa,WSM,57200.0,Polynesia,0.19278808840522443,0.0792547380391027,0.5547869765691164,0.38797545228052294,0.0,0.0,11027.478656778838,4533.371015836674,31733.815059753455,22192.19587044591,0.0,0.0
Kosovo,XKX,464567.0,Southern Europe,0.23897643011920816,0.07381049245318352,0.41245721414271924,0.16828084389652762,0.0,0.0,111020.56321119018,34289.91904749811,191614.01060264066,78177.72680647814,0.0,0.0
Yemen,YEM,7850000.0,Western Asia,0.20036394510583713,0.07296871014172512,0.5158951632086753,0.2985684138531787,,,1572856.9690808214,572804.3746125422,4049777.0311881015,2343762.048747453,,
South Africa,ZAF,27800000.0,Southern Africa,0.1614197202568432,0.052503369538815216,0.35521120059674305,0.16714896033174503,0.0005514594800299703,0.0005514594800299703,4487468.223140241,1459593.673179063,9874871.376589457,4646741.097222512,15330.573544833174,15330.573544833174
Zambia,ZMB,7410000.0,Eastern Africa,0.14920998063592839,0.043288329545753915,0.705731227430976,0.5541937020758286,0.0011565753524550677,0.0011565753524550677,1105645.9565122293,320766.5219340365,5229468.395263532,4106575.33238189,8570.223361692051,8570.223361692051
Zimbabwe,ZWE,6390000.0,Eastern Africa,0.15277446166854336,0.05149046612513305,0.7054709352507307,0.5453905883463693,0.0005484621829135135,0.0005484621829135135,976228.810061992,329024.0785396002,4507959.276252169,3485045.8595333,3504.6733488173513,3504.6733488173513
