Country Name,Country Code,Labour Force (2024),Region,%Indoor Essential Workers,%Indoor Vital Workers,%Essential Workers,%Vital Workers,%Armed Forces (Indoor Essential),%Armed Forces (Essential),%Onsite Excluded Essential (ISCO 61+63),%Onsite Excluded Vital (ISCO 61+63),Indoor Essential Workers,Indoor Vital Workers,Essential Workers,Vital Workers,Armed Forces (Indoor Essential),Armed Forces (Essential)
Iran,IRN,28600000.0,Southern Asia,0.24656806360738123,0.11003404355665684,0.4785,0.27639787688619755,0.0075150371179613104,0.0075150371179613104,0.09213577224188944,0.09213577224188944,7051846.619171103,3146973.645720386,13685100.0,7904979.2789452495,214930.06157369347,214930.06157369347
Iraq,IRQ,12000000.0,Western Asia,0.27988675792410117,0.12851455375210927,0.4965198560767438,0.27238891173931407,0.020433985356144123,0.020433985356144123,0.0685390052289934,0.0685390052289934,3358641.095089214,1542174.6450253113,5958238.272920926,3268666.9408717686,245207.82427372946,245207.82427372946
Iceland,ISL,248000.0,Northern Europe,0.2056879837466296,0.08390241154673717,0.31986844028451716,0.15116346167516256,0.0,0.0,0.014162176638538741,0.014162176638538741,51010.619969164145,20807.798063590817,79327.37319056026,37488.53849544031,0.0,0.0
Israel,ISR,4710000.0,Western Asia,0.15749337959976478,0.06418123933848799,0.23969999999999997,0.10926472090842951,0.0,0.0,0.005540486871281164,0.005540486871281164,741793.8179148921,302293.6372842784,1128986.9999999998,514636.83547870297,0.0,0.0
Italy,ITA,25800000.0,Southern Europe,0.20983440552147384,0.08415728001935999,0.33860840700786987,0.15628137131299907,0.0037532399881984473,0.0037532399881984473,0.0194271990942134,0.0194271990942134,5413727.662454025,2171257.824499488,8736096.900803043,4032059.379875376,96833.59169551994,96833.59169551994
Jamaica,JAM,1570000.0,Caribbean,0.20451991697791916,0.07555986028387784,0.3404089148897141,0.14657111958625102,,,0.02080533342333191,0.02080533342333191,321096.2696553331,118628.98064568822,534441.9963768511,230116.6577504141,,
Jordan,JOR,3080000.0,Western Asia,0.3006823062047171,0.10690458551353879,0.4829000000000001,0.19225130323678258,0.0,0.0,0.01677164024286709,0.01677164024286709,926101.5031105286,329266.1233816995,1487332.0000000002,592134.0139692903,0.0,0.0
Japan,JPN,69400000.0,Eastern Asia,0.21643642824329845,0.07723608016913504,0.33880407250162425,0.1385768614957702,0.0,0.0,0.026173936802128428,0.026173936802128428,15020688.120084912,5360183.963737972,23513002.63161272,9617234.187806452,0.0,0.0
Kazakhstan,KAZ,10300000.0,Central Asia,0.18174921017681112,0.09589352425542197,0.5598000000000002,0.4393347387341939,,,0.3362674306463835,0.3362674306463835,1872016.8648211544,987703.2998308463,5765940.000000002,4525147.808962197,,
Kenya,KEN,23800000.0,Eastern Africa,0.25421956371328247,0.15645237138994436,0.6294000000000001,0.4699323019755998,0.001729370901772382,0.001729370901772382,0.32219552840828297,0.32219552840828297,6050425.616376122,3723566.4390806756,14979720.000000002,11184388.787019275,41159.02746218269,41159.02746218269
Kyrgyz Republic,KGZ,3200000.0,Central Asia,0.273906490971705,0.1261448933054685,0.5374999999999998,0.30899756953868457,0.0006614677299125091,0.0006614677299125091,0.14443603867750285,0.14443603867750285,876500.771109456,403663.65857749915,1719999.9999999993,988792.2225237907,2116.696735720029,2116.696735720029
