region,week,coverage_median,coverage_lower,coverage_upper,interval_percent
Australia and New Zealand,1,0.0,0.0,0.0,90.0
Australia and New Zealand,2,0.0021006924873261546,0.001275511483660626,0.0032915621813997312,90.0
Australia and New Zealand,3,0.015429682655649398,0.009194024019610536,0.02382362872213179,90.0
Australia and New Zealand,4,0.029505356024748873,0.017546554613858206,0.04597018212108964,90.0
Australia and New Zealand,5,0.03799561244541559,0.022508146866873757,0.05983207980952572,90.0
Australia and New Zealand,6,0.04720557956273539,0.02809618359458095,0.07468326012451389,90.0
Australia and New Zealand,7,0.056818666621266,0.03375310214041112,0.0907294173051655,90.0
Australia and New Zealand,8,0.0672532695515681,0.03963134123091323,0.10952084354004178,90.0
Australia and New Zealand,9,0.07823674237229716,0.04542855020977256,0.12895986475460244,90.0
Australia and New Zealand,10,0.08992071322883217,0.051910814902217016,0.14901217786760546,90.0
Australia and New Zealand,11,0.10224430961769446,0.057964753500676876,0.1707881053859166,90.0
Australia and New Zealand,12,0.11408817487153924,0.06422300779659396,0.19221555339985755,90.0
Australia and New Zealand,13,0.12609435222975335,0.07009757398906534,0.21426587774038872,90.0
Australia and New Zealand,14,0.1379276078476982,0.07665284742854271,0.23543365749665013,90.0
Australia and New Zealand,15,0.14628926399086453,0.08093316156329272,0.2504416014815775,90.0
Australia and New Zealand,16,0.15503390475035878,0.08503723889710887,0.26635601427883776,90.0
Australia and New Zealand,17,0.16387226350867246,0.08918606249241569,0.2835064305748355,90.0
Australia and New Zealand,18,0.1720125398177214,0.09331167570254065,0.3002971134672702,90.0
Australia and New Zealand,19,0.18045414977423496,0.09766469138967765,0.3142717016769115,90.0
Australia and New Zealand,20,0.1887982857236466,0.10152803763659757,0.3302057177763332,90.0
Australia and New Zealand,21,0.1966617156008299,0.1047833298216675,0.34676401814264646,90.0
Australia and New Zealand,22,0.20519024599355276,0.10757771594100773,0.36351097082672856,90.0
Australia and New Zealand,23,0.21393181547865048,0.11128816741499298,0.3773022485520455,90.0
Australia and New Zealand,24,0.22228258648704546,0.1146412751926768,0.3905322794804058,90.0
Australia and New Zealand,25,0.23110385968358843,0.11763887611566222,0.40600137127848324,90.0
Australia and New Zealand,26,0.23962122030627028,0.12137032781980649,0.42160686693551075,90.0
Caribbean,1,0.0,0.0,0.0,90.0
Caribbean,2,0.00032117949238422865,0.00019501575472087126,0.0005032541778252913,90.0
Caribbean,3,0.0022750192680917507,0.0013739065596730655,0.0035209183781466885,90.0
Caribbean,4,0.004347523900218802,0.002610991090528727,0.006777271687634416,90.0
Caribbean,5,0.00557248575772654,0.0033072358791044905,0.008795776138762743,90.0
Caribbean,6,0.006878444314176675,0.004095849001171337,0.010939483346682996,90.0
Caribbean,7,0.008268838900140591,0.004876758191282371,0.013358565696898583,90.0
Caribbean,8,0.00978464626692808,0.005706391977693487,0.015978700323909502,90.0
Caribbean,9,0.01143758705957303,0.006554800066674888,0.018780899961238343,90.0
Caribbean,10,0.013205196193542604,0.007478617551745196,0.021859673572443533,90.0
Caribbean,11,0.014933888664991863,0.00843487773164981,0.024967677163712947,90.0
Caribbean,12,0.01666074809017391,0.009446584498601446,0.028289056636669318,90.0
Caribbean,13,0.018382447878161602,0.010409833875377144,0.03157931233562121,90.0
Caribbean,14,0.02016749376685352,0.011281382700587055,0.03468563004568213,90.0
Caribbean,15,0.021426900921477435,0.011909828837888598,0.03718675209357516,90.0
Caribbean,16,0.022686169903631502,0.012532362632449157,0.03969334495320338,90.0
Caribbean,17,0.02397490462189278,0.013227031989254557,0.04201758573709143,90.0
Caribbean,18,0.025279640004914762,0.013806636243689793,0.044335361828347436,90.0
Caribbean,19,0.026607629800289308,0.014369506985482986,0.04667295692221633,90.0
Caribbean,20,0.027902354844119376,0.014882160695552269,0.04924258446429546,90.0
Caribbean,21,0.02921665074586925,0.015391956303017538,0.05138523988016524,90.0
Caribbean,22,0.030562638039306436,0.01590446409782518,0.05371634704001466,90.0
