region,week,coverage_median,coverage_lower,coverage_upper,interval_percent
Australia and New Zealand,1,0.0,0.0,0.0,50.0
Australia and New Zealand,2,0.002767795855418461,0.0022772330803361176,0.003341237380563131,50.0
Australia and New Zealand,3,0.019404532657582806,0.01621096433601688,0.02336027194706278,50.0
Australia and New Zealand,4,0.03713656932912522,0.030995756248003443,0.04485727005655065,50.0
Australia and New Zealand,5,0.047191815231656664,0.039524064035919834,0.05773623161314531,50.0
Australia and New Zealand,6,0.058322420168588913,0.0488465932090914,0.07197219797014277,50.0
Australia and New Zealand,7,0.07040794510303983,0.05854866653295264,0.08728829674763654,50.0
Australia and New Zealand,8,0.08360478555667805,0.06885072128257089,0.10400558254228709,50.0
Australia and New Zealand,9,0.09811942605497094,0.08018314122039291,0.12165482236115976,50.0
Australia and New Zealand,10,0.11360123095191452,0.09187420344145729,0.14126791258274451,50.0
Australia and New Zealand,11,0.1284100631219197,0.10402284932406171,0.16074771277706482,50.0
Australia and New Zealand,12,0.14324430306861008,0.11512396047492993,0.17998873904328222,50.0
Australia and New Zealand,13,0.1581839102129543,0.1271203278505474,0.19990530502245019,50.0
Australia and New Zealand,14,0.17352263191849185,0.13817346494813934,0.21886241495771752,50.0
Australia and New Zealand,15,0.1846075948129961,0.14729377420640707,0.23285784270918633,50.0
Australia and New Zealand,16,0.19532164046809067,0.15581691209671802,0.2464905652577329,50.0
Australia and New Zealand,17,0.2064399118294078,0.16463049260424417,0.2599680329900434,50.0
Australia and New Zealand,18,0.2180634207462045,0.17294551889418192,0.27401510970092513,50.0
Australia and New Zealand,19,0.22858709943938393,0.1813058120365344,0.28803698152603197,50.0
Australia and New Zealand,20,0.23990026133374098,0.18976507906577916,0.3011463552598291,50.0
Australia and New Zealand,21,0.25109407065922995,0.1987143139678138,0.3146401111326468,50.0
Australia and New Zealand,22,0.26216166665054463,0.20741492327916455,0.3278034049058499,50.0
Australia and New Zealand,23,0.2732107619160708,0.215295349526109,0.342290597804907,50.0
Australia and New Zealand,24,0.28440014833104255,0.22414948588566802,0.35692849078666977,50.0
Australia and New Zealand,25,0.2955502134020348,0.23249545380952363,0.37168506108813126,50.0
Australia and New Zealand,26,0.3071974691348007,0.24082721611320446,0.3859571482959495,50.0
Caribbean,1,0.0,0.0,0.0,50.0
Caribbean,2,0.00015691765673554324,0.00012910564849190473,0.00018942839997710108,50.0
Caribbean,3,0.0010542932692778288,0.0008835871553409735,0.0012707662728998169,50.0
Caribbean,4,0.002015832900807191,0.0016824204916136944,0.002422449204414521,50.0
Caribbean,5,0.002549187758855494,0.0021417073828110087,0.00311921024557391,50.0
Caribbean,6,0.003147728322333392,0.0026387413903059547,0.0038682029023107056,50.0
Caribbean,7,0.0038001438592073864,0.003153127880616082,0.0046821745379955464,50.0
Caribbean,8,0.004486378551147235,0.003718413937752128,0.005542500419531672,50.0
Caribbean,9,0.005260482341981383,0.004310370019361881,0.006511310168180892,50.0
Caribbean,10,0.00608712887389245,0.004959365431206782,0.0075665128881288925,50.0
Caribbean,11,0.0068894458197023035,0.005598388587023939,0.008626531974009847,50.0
Caribbean,12,0.007692429492457829,0.006229788664349947,0.00964517810864756,50.0
Caribbean,13,0.008501468490114343,0.00684983700347085,0.010665980360883412,50.0
Caribbean,14,0.009317402497133998,0.007476668128818977,0.011716792423942848,50.0
Caribbean,15,0.009951432131165897,0.007962723823069978,0.01250280475587653,50.0
Caribbean,16,0.010575563174968609,0.008424376651345036,0.013293969986279713,50.0
Caribbean,17,0.011242429569520198,0.008918497768134512,0.014056875770692536,50.0
Caribbean,18,0.01186902706199349,0.009385188609351846,0.014848079947468637,50.0
Caribbean,19,0.012482255151330056,0.009881832620824644,0.015618512918823565,50.0
Caribbean,20,0.013116037548030889,0.010369973548528493,0.016421398857463698,50.0
